f_GHz,S11_dB,S21_dB,S12_dB,S22_dB
1.329,-14.215527708265753,-0.2930603304941466,-0.29306430130103234,-14.217379469508334
1.33,-14.20282969361313,-0.2936477985309307,-0.29365180106384886,-14.204678055127564
1.331,-14.19014451947817,-0.2942362860456189,-0.29424032021009583,-14.191989488314409
1.332,-14.177472178908276,-0.29482579344057036,-0.29482985914129006,-14.179313762114754
1.333,-14.164812664942456,-0.2954163211104965,-0.29542041825131027,-14.16665086956598
1.334,-14.152165970611472,-0.2960078694424677,-0.29601199792638877,-14.154000803697118
1.335,-14.139532088938026,-0.296600438815907,-0.2966045985451252,-14.141363557529026
1.336,-14.126911012936887,-0.2971940296025927,-0.2971982204784805,-14.128739124074531
1.337,-14.114302735615087,-0.2977886421666644,-0.2977928640897799,-14.116127496338617
1.338,-14.101707249972051,-0.2983842768646232,-0.2983885297347135,-14.10352866731854
1.339,-14.089124548999777,-0.2989809340453336,-0.2989852177613443,-14.09094263000403
1.34,-14.076554625682974,-0.2995786140500262,-0.29958292851010987,-14.078369377377415
1.341,-14.06399747299924,-0.30017731721229823,-0.30018166231381327,-14.065808902413817
1.342,-14.051453083919203,-0.30077704385812015,-0.3007814194976406,-14.053261198081257
1.343,-14.03892145140668,-0.30137779430583034,-0.3013822003791524,-14.040726257340854
1.344,-14.026402568418831,-0.3019795688661506,-0.3019840052682946,-14.02820407314696
1.345,-14.013896427906332,-0.302582367842168,-0.30258683446738965,-14.015694638447316
1.346,-14.00140302281349,-0.303186191529362,-0.30319068827115153,-14.003197946183207
1.347,-13.988922346078436,-0.30379104021558345,-0.3037955669666781,-13.990713989289606
1.348,-13.976454390633243,-0.30439691418107484,-0.3044014708334616,-13.978242760695355
1.349,-13.963999149404112,-0.305003813698463,-0.3050084001433833,-13.965784253323278
1.35,-13.95155661531148,-0.3056117390327666,-0.3056163551607241,-13.953338460090347
1.351,-13.939126781270222,-0.30622069044139266,-0.3062253361421578,-13.940905373907839
1.3519999999999999,-13.926709640189742,-0.3068306681741497,-0.30683534333676576,-13.928484987681482
1.353,-13.91430518497417,-0.30744167247323817,-0.3074463769860294,-13.916077294311592
1.354,-13.901913408522484,-0.30805370357326267,-0.30805843732383553,-13.903682286693225
1.355,-13.889534303728666,-0.30866676170122753,-0.30867152457648117,-13.891299957716349
1.3559999999999999,-13.877167863481844,-0.30928084707654946,-0.30928563896267747,-13.878930300265946
1.357,-13.86481408066643,-0.30989595991104746,-0.30990078069354765,-13.86657330722218
1.358,-13.852472948162289,-0.3105121004089551,-0.31051694997263407,-13.854228971460557
1.359,-13.840144458844858,-0.311129268766924,-0.3111341469958989,-13.841897285852047
1.3599999999999999,-13.827828605585298,-0.31174746517401697,-0.31175237195173044,-13.829578243263223
1.361,-13.815525381250637,-0.31236668981172677,-0.3123716250209403,-13.817271836556419
1.362,-13.803234778703914,-0.31298694285396134,-0.31299190637677327,-13.804978058589871
1.363,-13.790956790804321,-0.31360822446706094,-0.31361321618490307,-13.792696902217855
1.3639999999999999,-13.778691410407324,-0.3142305348097919,-0.3142355546034433,-13.780428360290816
1.365,-13.766438630364842,-0.3148538740333609,-0.3148589217829494,-13.768172425655523
1.366,-13.754198443525338,-0.31547824228140486,-0.31548331786640904,-13.755929091155199
1.367,-13.741970842734005,-0.3161036396900039,-0.3161087429892656,-13.743698349629668
1.3679999999999999,-13.729755820832859,-0.31673006638768,-0.31673519727940946,-13.731480193915482
1.369,-13.717553370660907,-0.3173575224954,-0.31736268085718,-13.719274616846057
1.37,-13.705363485054265,-0.31798600812658834,-0.31799119383537633,-13.707081611251823
1.371,-13.693186156846313,-0.31861552338711135,-0.31862073631925525,-13.694901169960353
1.3719999999999999,-13.681021378867804,-0.31924606837530206,-0.3192513084065355,-13.68273328579649
1.373,-13.668869143947013,-0.3198776431819498,-0.31988291018740234,-13.67057795158247
1.374,-13.656729444909878,-0.3205102478903097,-0.3205155417445155,-13.6584351601381
1.375,-13.644602274580109,-0.3211438825761021,-0.3211492031530005,-13.646304904280846
1.376,-13.632487625779335,-0.32177854730751954,-0.32178389448046674,-13.634187176825986
1.377,-13.620385491327232,-0.32241424214522885,-0.32241961578699996,-13.622081970586716
1.3780000000000001,-13.608295864041661,-0.32305096714237974,-0.3230563671251713,-13.60998927837433
1.379,-13.596218736738784,-0.32368872234459867,-0.3236941485400423,-13.597909092998297
1.38,-13.584154102233196,-0.3243275077900012,-0.32433296006916645,-13.585841407266422
1.381,-13.57210195333806,-0.3249673235091918,-0.3249728017425893,-13.573786213984953
1.3820000000000001,-13.560062282865225,-0.3256081695252676,-0.3256136735828591,-13.561743505958734
1.383,-13.548035083625361,-0.32625004585382805,-0.3262555756050315,-13.549713275991309
1.384,-13.536020348428085,-0.32689295250297207,-0.3268985078166585,-13.537695516885059
1.385,-13.524018070082072,-0.32753688947330056,-0.3275424702178186,-13.525690221441312
1.3860000000000001,-13.51202824139519,-0.32818185675793093,-0.3281874628010958,-13.513697382460506
1.387,-13.500050855174637,-0.3288278543424888,-0.32883348555159475,-13.501716992742264
1.388,-13.488085904227042,-0.32947488220512144,-0.3294805384469458,-13.489749045085553
1.389,-13.476133381358581,-0.3301229403164956,-0.33012862145731237,-13.477793532288782
1.3900000000000001,-13.464193279375136,-0.3307720286398086,-0.33077773454537945,-13.46585044714995
1.391,-13.452265591082387,-0.3314221471307815,-0.33142787766637916,-13.453919782466745
1.392,-13.440350309285925,-0.3320732957376772,-0.3320790507680744,-13.442001531036674
1.393,-13.42844742679139,-0.332725474401293,-0.3327312537907825,-13.430095685657172
1.3940000000000001,-13.416556936404598,-0.3333786830549735,-0.3333844866673643,-13.418202239125744
1.395,-13.404678830931626,-0.3340329216246074,-0.33403874932323585,-13.406321184240063
1.396,-13.392813103178959,-0.33468819002863975,-0.3346940416763735,-13.394452513798093
1.397,-13.380959745953591,-0.33534448817806795,-0.33535036363731335,-13.382596220598206
1.3980000000000001,-13.369118752063148,-0.33600181597645545,-0.33600771510916144,-13.370752297439296
1.399,-13.357290114315996,-0.336660173319931,-0.336666095987593,-13.358920737120911
1.4,-13.34547382552137,-0.33731956009718644,-0.33732550616086204,-13.347101532443338
1.401,-13.333669878489463,-0.3379799761894987,-0.33798594550980143,-13.335294676207734
1.4020000000000001,-13.321878266031566,-0.3386414214707209,-0.338647413907835,-13.32350016121625
1.403,-13.310098980960168,-0.33930389580728887,-0.33930991122096715,-13.311717980272128
1.404,-13.298332016089065,-0.33996739905822837,-0.3399734373078068,-13.299948126179812
1.405,-13.286577364233466,-0.340631931075162,-0.34063799201956185,-13.288190591745066
1.4060000000000001,-13.274835018210123,-0.34129749170230683,-0.3413035752000382,-13.27644536977509
1.407,-13.263104970837423,-0.34196408077648976,-0.34197018668565926,-13.264712453078616
1.408,-13.251387214935503,-0.34263169812713984,-0.3426378263054576,-13.252991834466027
1.409,-13.239681743326358,-0.3433003435763035,-0.34330649388108697,-13.24128350674946
1.4100000000000001,-13.22798854883394,-0.3439700169386462,-0.34397618922682976,-13.229587462742922
1.411,-13.216307624284289,-0.3446407180214536,-0.3446469121495914,-13.217903695262391
1.412,-13.20463896250561,-0.3453124466246458,-0.3453186624489158,-13.206232197125923
1.413,-13.192982556328392,-0.34598520254077175,-0.3459914399169853,-13.19457296115375
1.4140000000000001,-13.181338398585513,-0.34665898555501873,-0.34666524433862833,-13.182925980168408
1.415,-13.16970648211235,-0.3473337954452244,-0.3473400754913246,-13.171291246994816
1.416,-13.158086799746858,-0.3480096319818693,-0.34801593314520346,-13.159668754460395
1.417,-13.146479344329702,-0.3486864949280908,-0.348692817063062,-13.148058495395162
1.418,-13.134884108704348,-0.3493643840396898,-0.34937072700035743,-13.136460462631847
1.419,-13.123301085717152,-0.35004329906512754,-0.35004966270522253,-13.124874649005971
1.42,-13.111730268217482,-0.35072323974553654,-0.35072962391846363,-13.113301047355971
1.421,-13.10017164905779,-0.3514042058147279,-0.35141061037357085,-13.101739650523285
1.422,-13.08862522109375,-0.3520861969991956,-0.3520926217967207,-13.090190451352461
1.423,-13.077090977184318,-0.3527692130181134,-0.3527756579067837,-13.078653442691245
1.424,-13.06556891019185,-0.3534532535833567,-0.3534597184153265,-13.067128617390688
1.425,-13.054059012982194,-0.35413831839949217,-0.3541448030266259,-13.055615968305245
1.426,-13.042561278424795,-0.35482440716379504,-0.35483091143765905,-13.044115488292864
1.427,-13.031075699392769,-0.35551151956624455,-0.35551804333812825,-13.03262717021509
1.428,-13.019602268763023,-0.35619965528954195,-0.35620619841044915,-13.021151006937156
1.429,-13.008140979416336,-0.3568888140091037,-0.35689537632976687,-13.009686991328074
1.43,-12.996691824237454,-0.3575789953930746,-0.35758557676396324,-12.99823511626074
1.431,-12.98525479611518,-0.3582701991023348,-0.35827679937364887,-12.986795374612019
1.432,-12.973829887942479,-0.3589624247904983,-0.3589690438121885,-12.975367759262845
1.433,-12.962417092616548,-0.35965567210392596,-0.3596623097256901,-12.963952263098303
1.434,-12.951016403038935,-0.36034994068172727,-0.3603565967530234,-12.952548879007733
1.435,-12.939627812115603,-0.36104523015576895,-0.361051904525814,-12.941157599884798
1.436,-12.928251312757036,-0.3617415401506786,-0.3617482326684597,-12.929778418627615
1.437,-12.916886897878312,-0.36243887028385163,-0.36244558079813094,-12.918411328138797
1.438,-12.905534560399223,-0.36313722016546,-0.36314394852477794,-12.907056321325584
1.439,-12.894194293244315,-0.36383658939845565,-0.36384333545113645,-12.895713391099893
1.44,-12.882866089343024,-0.3645369775785736,-0.3645437411727373,-12.88438253037844
1.441,-12.87154994162972,-0.36523838429434374,-0.36524516527790696,-12.873063732082802
1.442,-12.860245843043831,-0.3659408091270963,-0.3659476073477769,-12.861756989139517
1.443,-12.84895378652989,-0.36664425165096326,-0.3666510669562908,-12.85046229448016
1.444,-12.837673765037659,-0.36734871143289016,-0.3673555436702111,-12.839179641041445
1.445,-12.826405771522165,-0.3680541880326404,-0.36806103704911936,-12.827909021765276
1.446,-12.815149798943832,-0.3687606810027999,-0.3687675466454304,-12.816650429598875
1.447,-12.80390584026853,-0.36946818988878666,-0.3694750720043959,-12.805403857494824
1.448,-12.792673888467672,-0.3701767142288569,-0.3701836126641098,-12.794169298411175
1.449,-12.781453936518286,-0.3708862535541071,-0.37089316815551115,-12.782946745311515
1.45,-12.7702459774031,-0.37159680738848505,-0.37160373800240015,-12.771736191165054
1.451,-12.759050004110621,-0.37230837524879457,-0.3723153217214429,-12.760537628946711
1.452,-12.74786600963522,-0.3730209566447049,-0.3730279188221627,-12.749351051637177
1.453,-12.736693986977192,-0.37373455107875314,-0.3737415288069707,-12.738176452223012
1.454,-12.725533929142859,-0.37444915804635487,-0.37445615117115244,-12.727013823696714
1.455,-12.714385829144618,-0.3751647770358062,-0.37517178540288687,-12.715863159056791
1.456,-12.703249680001054,-0.37588140752829374,-0.3758884309832463,-12.704724451307857
1.457,-12.69212547473697,-0.37659904899790264,-0.37660608738620754,-12.693597693460685
1.458,-12.68101320638351,-0.3773177009116193,-0.37732475407865623,-12.682482878532305
1.459,-12.669912867978187,-0.3780373627293445,-0.37804443052039083,-12.671379999546055
1.46,-12.658824452565005,-0.37875803390389295,-0.37876511616414316,-12.66028904953168
1.461,-12.647747953194482,-0.3794797138810049,-0.37948681045556365,-12.649210021525395
1.462,-12.636683362923765,-0.3802024020993489,-0.3802095128332441,-12.638142908569943
1.463,-12.625630674816676,-0.3809260979905393,-0.38093322272872554,-12.627087703714697
1.464,-12.614589881943791,-0.38165080097912524,-0.3816579395664924,-12.616044400015713
1.465,-12.603560977382513,-0.38237651048262017,-0.3823836627639898,-12.605012990535798
1.466,-12.592543954217135,-0.3831032259114878,-0.3831103917316341,-12.593993468344603
1.467,-12.581538805538914,-0.3838309466691624,-0.383838125872806,-12.582985826518659
1.468,-12.570545524446146,-0.38455967215205195,-0.38456686458386957,-12.571990058141477
1.469,-12.559564104044224,-0.3852894017495461,-0.38529660725417647,-12.561006156303602
1.47,-12.548594537445698,-0.386020134844022,-0.3860273532660746,-12.550034114102683
1.471,-12.537636817770366,-0.3867518708108518,-0.3867591019949052,-12.539073924643542
1.472,-12.526690938145318,-0.3874846090184119,-0.3874918528090301,-12.528125581038235
1.473,-12.515756891705006,-0.3882183488280896,-0.38822560506981857,-12.517189076406128
1.474,-12.504834671591325,-0.38895308959429176,-0.38896035813166785,-12.506264403873962
1.475,-12.493924270953647,-0.38968883066444493,-0.3896961113420064,-12.495351556575898
1.476,-12.483025682948918,-0.3904255713790158,-0.39043286404129585,-12.484450527653612
1.477,-12.47213890074169,-0.39116331107150515,-0.3911706155630541,-12.473561310256333
1.478,-12.461263917504205,-0.39190204906846593,-0.39190936523384184,-12.462683897540927
1.479,-12.450400726416444,-0.39264178468950445,-0.3926491123732892,-12.451818282671937
1.48,-12.439549320666206,-0.3933825172472916,-0.39338985629409506,-12.440964458821655
1.4809999999999999,-12.42870969344914,-0.3941242460475675,-0.394131596302029,-12.430122419170203
1.482,-12.417881837968821,-0.3948669703891554,-0.394874331695951,-12.419292156905556
1.483,-12.407065747436821,-0.39561068956395684,-0.39561806176780834,-12.408473665223623
1.484,-12.396261415072745,-0.39635540285697335,-0.3963627858026541,-12.397666937328317
1.4849999999999999,-12.385468834104296,-0.3971011095463104,-0.3971085030786412,-12.38687196643159
1.486,-12.374687997767339,-0.3978478089031756,-0.39785521286704806,-12.376088745753497
1.487,-12.36391889930596,-0.3985955001919022,-0.39860291443226803,-12.365317268522272
1.488,-12.353161531972503,-0.3993441826699418,-0.3993516070318295,-12.354557527974366
1.4889999999999999,-12.342415889027647,-0.40009385558788835,-0.40010128991639965,-12.343809517354503
1.49,-12.33168196374044,-0.40084451818946853,-0.4008519623297957,-12.33307322991574
1.491,-12.320959749388376,-0.40159616971156276,-0.40160362350898426,-12.322348658919537
1.492,-12.310249239257436,-0.4023488093842126,-0.4023562726841015,-12.311635797635784
1.4929999999999999,-12.299550426642138,-0.4031024364306176,-0.4031099090784512,-12.300934639342874
1.494,-12.288863304845592,-0.40385705006715833,-0.4038645319085182,-12.290245177327739
1.495,-12.27818786717956,-0.40461264950339315,-0.40462014038397726,-12.279567404885931
1.496,-12.267524106964494,-0.4053692339420712,-0.4053767337076957,-12.268901315321646
1.4969999999999999,-12.256872017529597,-0.4061268025791438,-0.40613431107574627,-12.258246901947789
1.498,-12.246231592212864,-0.40688535460376096,-0.40689287167741534,-12.24760415808602
1.499,-12.235602824361141,-0.40764488919830066,-0.40765241469521013,-12.236973077066809
1.5,-12.22498570733017,-0.40840540553835186,-0.4084129393048658,-12.22635365222948
1.501,-12.214380234484628,-0.4091669027927417,-0.40917444467535585,-12.215745876922266
1.502,-12.203786399198187,-0.4099293801235376,-0.409936929968901,-12.205149744502346
1.5030000000000001,-12.193204194853557,-0.4106928366860534,-0.4107003943409735,-12.194565248335909
1.504,-12.182633614842537,-0.4114572716288627,-0.4114648369403123,-12.183992381798191
1.505,-12.172074652566042,-0.41222268409380486,-0.4122302569089249,-12.173431138273525
1.506,-12.161527301434173,-0.4129890732159871,-0.4129966533821001,-12.162881511155375
1.5070000000000001,-12.150991554866245,-0.4137564381238106,-0.4137640254884154,-12.152343493846406
1.508,-12.140467406290838,-0.41452477793895776,-0.41453237234974677,-12.141817079758505
1.509,-12.129954849145841,-0.41529409177641946,-0.4153016930812732,-12.131302262312841
1.51,-12.119453876878483,-0.41606437874448965,-0.4160719867914894,-12.1207990349399
1.5110000000000001,-12.108964482945394,-0.4168356379447841,-0.41684325258221444,-12.110307391079527
1.512,-12.098486660812638,-0.4176078684722401,-0.41761548954860034,-12.09982732418098
1.513,-12.088020403955744,-0.41838106941513764,-0.41838869677913754,-12.089358827702961
1.514,-12.077565705859758,-0.4191552398550906,-0.4191628733556667,-12.078901895113654
1.5150000000000001,-12.067122560019293,-0.41993037886707696,-0.4199380183533891,-12.06845651989078
1.516,-12.056690959938535,-0.42070648551942746,-0.42071413084087267,-12.05802269552163
1.517,-12.046270899131326,-0.42148355887384625,-0.421491209880058,-12.0476004155031
1.518,-12.035862371121159,-0.42226159798542046,-0.4222692545262793,-12.037189673341729
1.5190000000000001,-12.025465369441237,-0.42304060190262494,-0.42304826382825683,-12.026790462553754
1.52,-12.015079887634528,-0.42382056966732634,-0.4238282368281187,-12.01640277666513
1.521,-12.004705919253757,-0.42460150031480637,-0.42460917256140435,-12.006026609211574
1.522,-11.994343457861484,-0.42538339287375804,-0.42539107005707477,-11.995661953738601
1.5230000000000001,-11.983992497030108,-0.4261662463662999,-0.42617392833752277,-11.985308803801558
1.524,-11.973653030341938,-0.4269500598079863,-0.42695774641858,-11.974967152965675
1.525,-11.963325051389177,-0.4277348322078125,-0.42774252330952756,-11.964636994806073
1.526,-11.953008553773998,-0.42852056256823123,-0.428528258013105,-11.954318322907813
1.5270000000000001,-11.94270353110857,-0.42930724988515345,-0.4293149495255184,-11.944011130865938
1.528,-11.932409977015066,-0.4300948931479578,-0.43010259683645113,-11.933715412285498
1.529,-11.922127885125722,-0.43088349133951104,-0.43089119892907546,-11.923431160781572
1.53,-11.911857249082862,-0.4316730434361661,-0.43168075478005485,-11.913158369979325
1.5310000000000001,-11.901598062538913,-0.4324635484077758,-0.43247126335956293,-11.902897033514009
1.532,-11.891350319156459,-0.43325500521770416,-0.43326272363128276,-11.892647145031033
1.533,-11.881114012608256,-0.43404741282282633,-0.43405513455242234,-11.882408698185952
1.534,-11.870889136577262,-0.4348407701735529,-0.4348484950737272,-11.872181686644526
1.5350000000000001,-11.860675684756663,-0.43563507621382946,-0.43564280413947826,-11.861966104082736
1.536,-11.850473650849922,-0.4364303298811481,-0.43643806068751784,-11.851761944186821
1.537,-11.840283028570775,-0.4372265301065551,-0.43723426364924556,-11.841569200653304
1.538,-11.83010381164328,-0.43802367581466617,-0.4380314119496287,-11.831387867189008
1.5390000000000001,-11.819935993801831,-0.4388217659236736,-0.43882950450722596,-11.821217937511104
1.54,-11.809779568791205,-0.4396207993453507,-0.43962854023417863,-11.811059405347127
1.541,-11.799634530366559,-0.4404207749850696,-0.4404285180362315,-11.800912264434993
1.542,-11.789500872293463,-0.44122169174180664,-0.44122943681273996,-11.79077650852304
1.5430000000000001,-11.779378588347944,-0.4420235485081539,-0.4420312954566841,-11.780652131370053
1.544,-11.769267672316492,-0.4428263441703248,-0.44283409285466063,-11.770539126745277
1.545,-11.75916811799608,-0.4436300776081724,-0.44363782788692396,-11.760437488428447
1.546,-11.749079919194187,-0.44443474769518926,-0.44444249942736813,-11.750347210209808
1.5470000000000002,-11.739003069728842,-0.4452403532985234,-0.4452481063435457,-11.740268285890153
1.548,-11.728937563428625,-0.4460468932789907,-0.44605464749668655,-11.730200709280822
1.549,-11.718883394132682,-0.44685436649107235,-0.4468621217416937,-11.720144474203744
1.55,-11.708840555690767,-0.4476627717829454,-0.4476705279271621,-11.710099574491446
1.5510000000000002,-11.698809041963248,-0.4484721079964743,-0.4484798648953867,-11.700066003987079
1.552,-11.68878884682113,-0.44928237396723025,-0.44929013148237185,-11.690043756544444
1.553,-11.678779964146074,-0.450093568524494,-0.450101326517843,-11.680032826027995
1.554,-11.66878238783041,-0.45090569049127815,-0.4509134488252553,-11.67003320631287
1.5550000000000002,-11.658796111777166,-0.45171873868432666,-0.45172649722180264,-11.660044891284922
1.556,-11.648821129900082,-0.45253271191412736,-0.4525404705184308,-11.65006787484071
1.557,-11.638857436123617,-0.4533476089849247,-0.4533553675198465,-11.64010215088754
1.558,-11.628905024382977,-0.45416342869472964,-0.45417118702452713,-11.630147713343458
1.5590000000000002,-11.618963888624123,-0.45498016983532596,-0.45498792782473096,-11.620204556137299
1.56,-11.6090340228038,-0.4557978311922862,-0.4558055887065071,-11.61027267320868
1.561,-11.599115420889525,-0.4566164115449773,-0.45662416844970966,-11.60035205850802
1.562,-11.58920807685963,-0.4574359096665771,-0.4574436658280035,-11.590442705996553
1.5630000000000002,-11.57931198470327,-0.45825632432407704,-0.45826407960887117,-11.580544609646356
1.564,-11.569427138420414,-0.4590776542782973,-0.4590854085536375,-11.570657763440352
1.565,-11.559553532021884,-0.45989989828389655,-0.4599076514174658,-11.560782161372316
1.566,-11.549691159529356,-0.46072305508938144,-0.46073080694937457,-11.550917797446907
1.5670000000000002,-11.539840014975368,-0.46154712343711596,-0.4615548738922438,-11.541064665679663
1.568,-11.530000092403354,-0.4623721020633431,-0.4623798509828339,-11.531222760097036
1.569,-11.520171385867615,-0.4631979896981724,-0.4632057369517908,-11.521392074736374
1.57,-11.510353889433365,-0.46402478506561795,-0.46403253052365134,-11.511572603645954
1.5710000000000002,-11.500547597176723,-0.4648524868835847,-0.46486023041686536,-11.501764340884984
1.572,-11.49075250318473,-0.46568109386389744,-0.4656888353437977,-11.491967280523623
1.573,-11.480968601555352,-0.4665106047123013,-0.4665183440107449,-11.482181416642973
1.574,-11.471195886397494,-0.46734101812847534,-0.46734875511793555,-11.472406743335098
1.5750000000000002,-11.461434351831004,-0.4681723328060432,-0.46818006735955714,-11.462643254703039
1.576,-11.45168399198668,-0.46900454743258435,-0.46901227942375323,-11.452890944860822
1.577,-11.441944801006281,-0.469837660689647,-0.4698453899926411,-11.443149807933445
1.5779999999999998,-11.43221677304253,-0.4706716712527518,-0.47067939774231704,-11.433419838056905
1.579,-11.422499902259116,-0.4715065777914105,-0.47151430134287553,-11.4237010293782
1.58,-11.412794182830709,-0.47234237896913434,-0.4723500994584107,-11.413993376055346
1.581,-11.403099608942961,-0.47317907344344234,-0.47318679074703895,-11.40429687225736
1.5819999999999999,-11.393416174792513,-0.47401665986587843,-0.4740243738608945,-11.394611512164278
1.583,-11.383743874586978,-0.4748551368820171,-0.47486284744615365,-11.384937289967166
1.584,-11.374082702544989,-0.47569450313146966,-0.47570221014304276,-11.375274199868112
1.585,-11.364432652896156,-0.47653475724791033,-0.47654246058584215,-11.365622236080238
1.5859999999999999,-11.354793719881094,-0.47737589785907614,-0.4773835974029095,-11.355981392827701
1.587,-11.345165897751414,-0.4782179235867767,-0.47822561921667817,-11.346351664345693
1.588,-11.335549180769743,-0.47906083304691593,-0.4790685246436789,-11.336733044880452
1.589,-11.3259435632097,-0.4799046248494881,-0.47991231229454145,-11.327125528689256
1.5899999999999999,-11.316349039355913,-0.48074929759860563,-0.48075698077401485,-11.317529110040429
1.591,-11.306765603504012,-0.4815948498924939,-0.48160252868097436,-11.307943783213332
1.592,-11.297193249960635,-0.48244128032352124,-0.48244895460843323,-11.298369542498385
1.593,-11.28763197304343,-0.48328858747818976,-0.4832962571435502,-11.28880638219705
1.5939999999999999,-11.27808176708104,-0.4841367699371617,-0.48414443486764613,-11.279254296621827
1.595,-11.268542626413108,-0.4849858262752653,-0.4849934863562164,-11.269713280096267
1.596,-11.259014545390285,-0.48583575506150495,-0.4858434101789386,-11.26018332695497
1.597,-11.249497518374215,-0.486686554859077,-0.4866942048996797,-11.250664431543571
1.5979999999999999,-11.239991539737538,-0.4875382242253761,-0.4875458690765161,-11.241156588218747
1.599,-11.230496603863877,-0.48839076171201096,-0.48839840126174594,-11.231659791348212
1.6,-11.221012705147857,-0.4892441658648127,-0.4892518000018895,-11.222174035310722
1.601,-11.211539837995081,-0.4900984352238453,-0.49010606383770905,-11.21269931449606
1.6019999999999999,-11.20207799682212,-0.4909535683234245,-0.4909611913042222,-11.20323562330503
1.603,-11.19262717605653,-0.4918095636921254,-0.49181718093070537,-11.193782956149468
1.604,-11.183187370136832,-0.49266641985278325,-0.49267403124071474,-11.184341307452225
1.605,-11.173758573512506,-0.4935241353225249,-0.49353174075209033,-11.174910671647169
1.6059999999999999,-11.164340780643995,-0.4943827086127659,-0.4943903079769689,-11.165491043179172
1.607,-11.154933986002678,-0.49524213822922825,-0.49524973142180234,-11.156082416504102
1.608,-11.145538184070885,-0.4961024226719498,-0.4961100095873594,-11.146684786088839
1.609,-11.13615336934188,-0.4969635604352959,-0.49697114096874406,-11.137298146411235
1.6099999999999999,-11.126779536319852,-0.4978255500079729,-0.4978331240554084,-11.12792249196013
1.611,-11.117416679519893,-0.49868838987304215,-0.4986959573311567,-11.118557817235335
1.612,-11.108064793468026,-0.4995520785079217,-0.4995596392741646,-11.109204116747627
1.613,-11.098723872701157,-0.5004166143844131,-0.5004241683569881,-11.099861385018741
1.6139999999999999,-11.089393911767084,-0.5012819959686985,-0.5012895430465781,-11.090529616581355
1.615,-11.080074905224484,-0.5021482217213638,-0.5021557618042864,-11.081208805979088
1.616,-11.070766847642904,-0.503015290097406,-0.5030228230858802,-11.071898947766483
1.617,-11.06146973360274,-0.5038831995462414,-0.5038907253415611,-11.062600036509009
1.6179999999999999,-11.052183557695244,-0.5047519485117293,-0.5047594670159646,-11.053312066783029
1.619,-11.042908314522492,-0.5056215354321644,-0.5056290465481814,-11.04403503317581
1.62,-11.033643998697386,-0.5064919587403139,-0.5064994623717664,-11.034768930285498
1.621,-11.024390604843635,-0.5073632168634052,-0.5073707129147524,-11.025513752721123
1.6219999999999999,-11.015148127595742,-0.5082353082231569,-0.508242796599657,-11.01626949510256
1.623,-11.005916561598987,-0.5091082312357811,-0.5091157118434988,-11.007036152060529
1.624,-10.996695901509428,-0.5099819843119917,-0.5099894570578116,-10.997813718236602
1.625,-10.98748614199387,-0.5108565658570307,-0.5108640306486557,-10.988602188283155
1.626,-10.978287277729851,-0.5117319742706676,-0.5117394310166233,-10.97940155686337
1.627,-10.969099303405642,-0.5126082079472181,-0.5126156565568565,-10.970211818651226
1.6280000000000001,-10.959922213720215,-0.5134852652755496,-0.5134927056590609,-10.961032968331475
1.629,-10.950756003383237,-0.5143631446391067,-0.5143705767075164,-10.95186500059964
1.63,-10.941600667115047,-0.5152418444159064,-0.5152492680810862,-10.942707910161975
1.631,-10.93245619964664,-0.5161213629785648,-0.5161287781532332,-10.933561691735465
1.6320000000000001,-10.923322595719664,-0.5170016986942992,-0.5170091052920316,-10.924426340047821
1.633,-10.91419985008638,-0.5178828499249478,-0.5178902478601752,-10.915301849837443
1.634,-10.905087957509656,-0.5187648150269779,-0.5187722042149979,-10.906188215853408
1.635,-10.89598691276295,-0.5196475923514987,-0.5196549727084774,-10.897085432855452
1.6360000000000001,-10.886896710630285,-0.5205311802442796,-0.5205385516872516,-10.887993495613957
1.637,-10.877817345906243,-0.5214155770457514,-0.5214229394926344,-10.878912398909941
1.638,-10.868748813395925,-0.5223007810910261,-0.5223081344606216,-10.869842137535013
1.639,-10.859691107914948,-0.5231867907099098,-0.5231941349219051,-10.860782706291374
1.6400000000000001,-10.850644224289422,-0.5240736042269146,-0.5240809392018915,-10.851734099991797
1.641,-10.84160815735592,-0.5249612199612695,-0.5249685456207053,-10.842696313459598
1.642,-10.83258290196147,-0.5258496362269299,-0.5258569524932096,-10.833669341528624
1.643,-10.823568452963517,-0.5267388513326,-0.5267461581290132,-10.824653179043224
1.6440000000000001,-10.814564805229928,-0.5276288635817368,-0.527636160832483,-10.815647820858239
1.645,-10.805571953638939,-0.528519671272565,-0.528526958902768,-10.806653261838973
1.646,-10.796589893079158,-0.5294112726980894,-0.5294185506337883,-10.797669496861166
1.647,-10.78761861844952,-0.5303036661461116,-0.5303109343142776,-10.788696520810987
1.6480000000000001,-10.778658124659286,-0.5311968498992333,-0.5312041082277683,-10.779734328585
1.649,-10.769708406628002,-0.5320908222348794,-0.5320980706526219,-10.770782915090146
1.65,-10.760769459285482,-0.532985581425309,-0.5329928198620364,-10.761842275243714
1.651,-10.751841277571785,-0.5338811257376198,-0.5338883541240611,-10.752912403973324
1.6520000000000001,-10.742923856437196,-0.5347774534337708,-0.5347846717015983,-10.743993296216898
1.653,-10.734017190842183,-0.5356745627705864,-0.5356817708524385,-10.735084946922644
1.654,-10.725121275757381,-0.5365724519997793,-0.5365796498292497,-10.726187351049024
