freq_ghz,s11_re,s11_im,s11_db,s12_re,s12_im,s12_db,s21_re,s21_im,s21_db,s22_re,s22_im,s22_db,zin1_re_ohm,zin1_im_ohm,zin2_re_ohm,zin2_im_ohm
1.0,0.24839294335360532,0.8232762434545631,-1.3107190696270559,0.0025777939027832836,-0.0016067952454742636,-50.34948310991013,0.0025627882955999983,-0.0016001269280018734,-50.39610569502464,0.2624235688832369,0.8179060982345078,-1.3203985563452854,20.96385402879242,132.49831339125177,21.613007490290343,134.85791608110767
1.0008,0.2563406803576727,0.8190750622004204,-1.3277152712189748,0.0025671032831453998,-0.0016384545305449278,-50.32707035346866,0.0025533763998723327,-0.0016340036147018974,-50.36698720271591,0.2702792127051273,0.8135618288939626,-1.3375183648585405,21.521584269847526,133.8452925492708,22.192882160682128,136.2321951345177
1.0016,0.2642326553409198,0.8147795443032964,-1.3449059548487403,0.0025559223696567926,-0.0016701145652574599,-50.30489884814645,0.0025433674861562675,-0.0016679040499274341,-50.33829060676132,0.27807674739467875,0.8091250123888063,-1.3548300788104868,22.09684162565725,135.20851353727858,22.791050107234746,137.62309162462697
1.0024,0.2720674728713544,0.8103903725475764,-1.3622923511837712,0.0025442472898959236,-0.0017017661477311437,-50.28297383945648,0.002532756786272122,-0.00170181476672215,-50.310022535995415,0.28581482109516637,0.8045963748715327,-1.3723348914885893,22.69025597839001,136.58821188067822,23.408171966849405,139.0308434379885
1.0032,0.27984374559563413,0.8059082540300503,-1.379875693164687,0.002532074355200966,-0.0017333998772946684,-50.26130059824023,0.002521539895022693,-0.001735722033719814,-50.2821895517807,0.2934920909094607,0.7999766656727377,-1.3900339992796595,23.30248275853389,137.98462207300938,24.044935284634956,140.45568697218368
1.004,0.2875600947131813,0.8013339200879935,-1.3976572159447702,0.002519400069482437,-0.0017650061573707963,-50.239884418198606,0.0025097127841007425,-0.0017696118659672815,-50.2547981420127,0.3011072233426518,0.7952666572088751,-1.4079286016227919,23.934204053470122,139.39797705066866,24.702055683309478,141.89785655627412
1.0048,0.29521515045087365,0.7966681262173102,-1.4156381568277272,0.0025062211380769733,-0.0017965751987427602,-50.21873061332826,0.002497271815680922,-0.0018034700365166143,-50.227854715079005,0.30865889474470504,0.7904671448810011,-1.4260199009604255,24.586129763159665,140.82850761417322,25.380278082023224,143.35758381281897
1.0056,0.3028075525380465,0.7919116519806879,-1.4338197552037477,0.0024925344766262535,-0.0018280970232114782,-50.197844515263796,0.0024842137556507072,-0.001837282088780396,-50.20136559378227,0.3161457917529187,0.7855789469644944,-1.4443091026872843,25.2589988044383,142.2764417913217,26.08037796610426,144.83509695638455
1.0064,0.3103359506816035,0.7870653009057089,-1.4522032524837212,0.0024783372199640844,-0.001859561467652382,-50.17723147052625,0.0024705357864344725,-0.001871033349641762,-50.175337009237836,0.32356661173401746,0.7806029044896902,-1.462797415097259,25.95358036537819,143.74200413723585,26.803162709182544,146.33062002306912
1.0072,0.317799005041049,0.7821299003728226,-1.4707898920318456,0.002463626730993861,-0.001890958188479958,-50.15689683767864,0.002456235519364623,-0.001904708943307698,-50.149775094756166,0.33092006322570616,0.7755398811133675,-1.4814860493282738,26.67067521112468,145.22541496585836,27.54947294907574,147.84437202511464
1.008,0.3251953867031593,0.7771063014931769,-1.489580919096304,0.0024484006095379465,-0.0019222766665270728,-50.13684598438958,0.002441311006553831,-0.001938293805890855,-50.12468587972178,0.3382048663774579,0.7703907629810839,-1.5003762193049734,27.41111704252778,146.72688950702022,28.320184018715274,149.3765660241837
1.0088,0.3325237781561338,0.7719953789762185,-1.5085775807381838,0.0024326567011395206,-0.001953506212345819,-50.11708428440617,0.002425760752222451,-0.0019717727007025603,-50.10007528347984,0.34541975339038955,0.7651564585802875,-1.5194691416792905,28.1757739088034,148.2466369827375,29.11620743327899,150.9274081163742
1.0096,0.33978287376294913,0.7667980309870288,-1.5277811257586662,0.002416393105796942,-0.0019846359719352634,-50.0976171144375,0.0024095837234358406,-0.0020051302342361074,-50.0759491092422,0.3525634689559839,0.7598378985841885,-1.538766035768935,28.96554967532565,149.7848595958611,29.938492434536887,152.4970963214673
1.0104,0.3469713802336967,0.7615151789933756,-1.5471928046242502,0.0023996081866098015,-0.0020156549329008585,-50.078449850950555,0.0023927793602068273,-0.0020383508728166405,-50.0523130380251,0.3596347706934807,0.7544360356863732,-1.558268123493586,29.78138554749497,151.34175142366195,30.788027593225312,154.08581936831334
1.0112,0.3540880170967084,0.75614776760241,-1.56681386939021,0.0023823005783151657,-0.0020465519310492904,-50.059587866880435,0.002375347584919435,-0.002071418959890797,-50.029172622630426,0.3666324295857627,0.7489518444261011,-1.577976629308958,30.62426165144235,152.91749720834585,31.665842470045273,155.69375536761808
1.012,0.36113151716816366,0.7506967643870136,-1.5866455736221943,0.0023644691956920603,-0.0020773156574211368,-50.04103652825685,0.002357288811031302,-0.002104318733925922,-50.006533281683616,0.37355523041346533,0.743386321004296,-1.5978927801387208,31.495198672090147,154.51227103583534,32.57300933559427,157.32107036267925
1.0128,0.36810062702001434,0.7451631597017472,-1.6066891723159291,0.0023461132418113855,-0.0021079346657631084,-50.022801190749746,0.0023386039510132576,-0.0021370343468860506,-49.98440029374021,0.38040197218719085,0.7377404830902035,-1.618017805303991,32.395259548818004,156.12623489350244,33.510644949215454,158.9679167479148
1.0136,0.374994107445929,0.7395479664883924,-1.6269459218151174,0.0023272322161082127,-0.0021383973804399645,-50.0048871961362,0.002319294423486459,-0.002169549883248389,-49.962778791474264,0.387171468577545,0.7320153696186908,-1.6383529364507978,33.32555122864864,157.75953709678163,34.479912396363524,160.63443154420037
1.0144,0.381810733925039,0.7338522200710867,-1.6474170797273278,0.002307825922252787,-0.002168692104785256,-49.98729986869213,0.0022993621595190535,-0.0022018493795214252,-49.94167375596132,0.3938625483428227,0.7262120405781995,-1.6588994074751764,34.28722647647418,159.41231057382947,35.48202298361952,162.32073451921278
1.0152,0.38854929708326313,0.7280769779410063,-1.6681039048380772,0.0022878944757961173,-0.0021988070298887765,-49.970044511511475,0.0022788096080464523,-0.002233916844222946,-49.92109001106879,0.40047405575415246,0.7203315767893235,-1.6796584544459991,35.281485741394555,161.08467099656977,36.51823818995744,164.02692614007518
1.016,0.39520860315189044,0.722223319530641,-1.6890076570230623,0.0022674383115659467,-0.002228730243816934,-49.953126402756816,0.0022576397403817534,-0.0022657362782731814,-49.901032217966744,0.4070048510178178,0.7143750796740461,-1.7006313155255415,36.30957907768675,162.7767147455564,37.58987167223178,165.75308534462516
1.0168,0.4017874744232777,0.7162923459776301,-1.7101295971583108,0.0022464581907883146,-0.0022584497412613588,-49.93655079184485,0.0022358560537849943,-0.0022972916957562724,-49.88150486977187,0.4134538106946266,0.7083436710156094,-1.7218192308876676,37.372808118310225,164.48851669519135,38.6982913221375,167.49926711665242
1.0176,0.40828474970330725,0.7102851798781803,-1.7314709870286837,0.002224955207910049,-0.0022879534336091353,-49.92032289557099,0.0022134625740630478,-0.0023285671450002975,-49.86251228633721,0.4198198281160404,0.7022384927090313,-1.743223442633888,38.47252809812397,166.22012780479474,39.844921371048876,169.26549984934678
1.0184,0.4146992847604188,0.7042029650301035,-1.753033089234168,0.002202930797097286,-0.0023172291594269027,-49.90444789417716,0.002190463857174583,-0.002359546729924072,-49.84405860920064,0.42610181379687695,0.6960607065023122,-1.764845194706943,39.61014992314394,167.97157250001376,41.03124453816916,171.05178248009622
1.0192,0.4210299527709396,0.6980468661654496,-1.774817167094533,0.0021803867383850552,-0.0023462646953495087,-49.8889309273676,0.0021668649898176975,-0.0023902146315970207,-49.82614779670386,0.43229869584437697,0.6898114937283135,-1.78668573280212,40.787142281221556,169.74284582793732,42.25880421632093,172.85808137858945
1.02,0.4272756447604505,0.6918180686728179,-1.7968244845518537,0.002157325163453331,-0.0023750477673621304,-49.87377709027732,0.0021426715889812436,-0.002420555129956083,-49.8087836192946,0.43840942036337127,0.6834920550273585,-1.808746304276334,42.005033788391714,171.5339103681256,43.52920668842077,174.68432696892899
1.0208,0.4334352700409485,0.6855177783093293,-1.819056306071307,0.0021337485610047743,-0.002403566062463637,-49.85899142939828,0.0021178898004441077,-0.002450552625622539,-49.79196965502348,0.44443295185738346,0.6771036100605861,-1.8310281580546508,43.26541516388964,173.34469288056727,44.844123366221496,176.53041006520118
1.0216,0.43950775664352115,0.6791472209023436,-1.8415138965399866,0.002109659781720044,-0.0024318072406969513,-49.84457893846886,0.0020925262962104762,-0.0024801916617597478,-49.77570928524716,0.4503682736253841,0.670647397214068,-1.8535325445347925,44.56994142536582,175.1750806703057,46.20529304125352,178.39617789859298
1.0224,0.4454920517463063,0.6727076420409698,-1.8641985211636038,0.0020850620427667415,-0.0024597589475308596,-49.83054455433187,0.0020665882708727763,-0.0025094569459119137,-49.76000569054882,0.4562143881540084,0.6641246732937701,-1.8762607154890742,45.92033409417994,177.02491764719704,47.61452413598176,180.28142981280106
1.0232,0.4513871220974511,0.6662003067573514,-1.8871114453618278,0.0020599589318385466,-0.0024874088265761595,-49.816893152767236,0.002040083436897714,-0.0025383333717631036,-49.744861846886614,0.46197031750501244,0.6575367132113666,-1.8992139239640955,47.318383398794964,178.8940000579201,49.0736969410662,182.18591260308253
1.024,0.45719195443281363,0.6596264991979269,-1.9102539346610565,0.002034354410701955,-0.002514744532617138,-49.803629544305096,0.002013020018835012,-0.002566806040754854,-49.73028052198017,0.467635103697696,0.6508848096609923,-1.9223934241781768,48.76595046210631,180.7820718660024,50.58476582216421,184.10931547287345
1.0248,0.46290555588816823,0.6529875222845751,-1.933627254585903,0.002008252818228407,-0.0025417537449382685,-49.7907584700259,0.001985406746452102,-0.0025948602835007806,-49.71626427194479,0.4732078090861379,0.6441702727869534,-1.9458004714164114,50.26496945620039,182.68881975428005,52.14976137697478,186.05126458053698
1.0256,0.46852695440561987,0.6462846973658605,-1.957232670548363,0.0019816588728907977,-0.002568424180924019,-49.77828459735372,0.0019572528468023527,-0.002622481680936154,-49.70281543818242,0.47868751673094234,0.637394429842524,-1.9694363219232538,51.81744970523817,184.61386772282265,53.770792520104074,188.0113171473757
1.0264,0.4740551991339839,0.639519363858368,-1.981071447735413,0.0019545776747040395,-0.002594743609908429,-49.76621251584956,0.0019285680352383128,-0.0026496560851409128,-49.68993614453771,0.4840733307652905,0.6305586248398155,-1.9933022327932226,53.425477714146474,186.55677125404796,55.45004846987929,189.98895509675143
1.0272000000000001,0.4794893608228853,0.6326928788782658,-2.005144850994518,0.001927014706590518,-0.0026206998672496356,-49.75454673301148,0.0018993625053854697,-0.0026763696397751114,-49.677628294726894,0.48936437675511324,0.6236642181908675,-2.0173994618588145,55.09121909731253,188.5170110154644,57.18980060727887,191.98357819290388
1.028,0.4848285322102744,0.6258066168631714,-2.0294541447175267,0.0018989758351525767,-0.0026462808686028155,-49.74329167008853,0.0018696469180962186,-0.002702608800066399,-49.66589357004669,0.4945598020530654,0.6167125863400178,-2.041729267576424,56.816920377627085,190.49398606927534,58.99240417280122,193.99449664690118
