f_GHz,S11_dB,S21_dB,S12_dB,S22_dB
1.327,-12.932520182506654,-0.3495910354672268,-0.34960516334098585,-12.934432489703067
1.328,-12.923143336672851,-0.3501752735637146,-0.3501895794520607,-12.925054061536333
1.329,-12.913775067811564,-0.35076018708572065,-0.3507746701328251,-12.915684211628719
1.33,-12.904415372683264,-0.35134577580072146,-0.35136043514604304,-12.906322936733313
1.331,-12.895064248045792,-0.3519320394712461,-0.35194687424956766,-12.896970233600648
1.332,-12.885721690654394,-0.3525189778548574,-0.3525339871963362,-12.887626098978782
1.333,-12.876387697261828,-0.35310659070416883,-0.35312177373438414,-12.878290529613366
1.334,-12.867062264618408,-0.3536948777668316,-0.35371023360682824,-12.868963522247725
1.335,-12.857745389472102,-0.35428383878555403,-0.35429936655189925,-12.85964507362291
1.336,-12.848437068568586,-0.3548734734980885,-0.35488917230290495,-12.850335180477794
1.337,-12.839137298651321,-0.35546378163724357,-0.35547965058826436,-12.84103383954912
1.338,-12.829846076461628,-0.35605476293087884,-0.35607080113148903,-12.831741047571574
1.339,-12.82056339873876,-0.3566464171019046,-0.3566626236511988,-12.822456801277877
1.34,-12.811289262219965,-0.35723874386829924,-0.3572551178611131,-12.813181097398829
1.341,-12.802023663640567,-0.35783174294308984,-0.3578482834700608,-12.803913932663395
1.342,-12.79276659973403,-0.3584254140343719,-0.3584421201819701,-12.794655303798763
1.343,-12.78351806723203,-0.3590197568453008,-0.3590366276958911,-12.785405207530427
1.344,-12.774278062864532,-0.3596147710740954,-0.3596318057059808,-12.776163640582237
1.345,-12.765046583359855,-0.3602104564140495,-0.36022765390150513,-12.766930599676494
1.346,-12.755823625444727,-0.36080681255351654,-0.36082417196685007,-12.757706081533982
1.347,-12.746609185844388,-0.36140383917592694,-0.36142135958151866,-12.748490082874081
1.348,-12.737403261282637,-0.36200153595978524,-0.3620192164201352,-12.739282600414803
1.349,-12.72820584848189,-0.36259990257866664,-0.3626177421524421,-12.730083630872869
1.35,-12.719016944163288,-0.3631989387012335,-0.36321693644330993,-12.72089317096377
1.351,-12.70983654504672,-0.36379864399121326,-0.363816798952734,-12.711711217401858
1.3519999999999999,-12.700664647850925,-0.36439901810742936,-0.36441732933583637,-12.70253776690038
1.353,-12.691501249293545,-0.36500006070378543,-0.3650185272428682,-12.693372816171571
1.354,-12.682346346091194,-0.3656017714292683,-0.36562039231921833,-12.68421636192671
1.355,-12.673199934959536,-0.36620414992795775,-0.36622292420540575,-12.675068400876192
1.3559999999999999,-12.664062012613332,-0.36680719583902077,-0.36682612253708946,-12.665928929729587
1.357,-12.654932575766537,-0.36741090879672084,-0.36742998694506646,-12.656797945195704
1.358,-12.64581162113233,-0.3680152884304162,-0.3680345170552768,-12.647675443982669
1.359,-12.63669914542322,-0.3686203343645647,-0.36863971248880156,-12.638561422797995
1.3599999999999999,-12.627595145351085,-0.369226046218721,-0.3692455728618699,-12.629455878348615
1.361,-12.618499617627235,-0.36983242360754814,-0.36985209778585904,-12.620358807340983
1.362,-12.609412558962509,-0.37043946614080947,-0.3704592868672995,-12.611270206481123
1.363,-12.600333966067316,-0.3710471734233773,-0.37106713970787164,-12.602190072474698
1.3639999999999999,-12.591263835651695,-0.3716555450552341,-0.3716756559044131,-12.593118402027068
1.365,-12.582202164425404,-0.3722645806314787,-0.3722848350489205,-12.584055191843355
1.366,-12.57314894909797,-0.3728742797423199,-0.3728946767285506,-12.575000438628521
1.367,-12.564104186378753,-0.37348464197308756,-0.3735051805256222,-12.565954139087417
1.3679999999999999,-12.555067872977013,-0.3740956669042297,-0.3741163460176221,-12.556916289924846
1.369,-12.546040005601975,-0.37470735411132117,-0.37472817277720627,-12.547886887845635
1.37,-12.537020580962901,-0.37531970316505714,-0.3753406603721937,-12.5388659295547
1.371,-12.528009595769136,-0.3759327136312624,-0.3759538083655891,-12.52985341175709
1.3719999999999999,-12.519007046730188,-0.3765463850708969,-0.37656761631556346,-12.520849331158079
1.373,-12.510012930555781,-0.3771607170400462,-0.37718208377546847,-12.511853684463194
1.374,-12.501027243955921,-0.37777570908993996,-0.3777972102938387,-12.502866468378313
1.375,-12.492049983640964,-0.3783913607669423,-0.37841299541439377,-12.4938876796097
1.376,-12.48308114632167,-0.37900767161256016,-0.37902943867603484,-12.48491731486407
1.377,-12.474120728709273,-0.3796246411634432,-0.37964653961285894,-12.475955370848663
1.3780000000000001,-12.465168727515536,-0.38024226895138946,-0.3802642977541497,-12.467001844271303
1.379,-12.45622513945282,-0.38086055450334855,-0.38088271262438855,-12.458056731840447
1.38,-12.447289961234137,-0.38147949734141956,-0.38150178374325544,-12.449120030265256
1.381,-12.438363189573218,-0.3820990969828588,-0.3821215106256247,-12.440191736255638
1.3820000000000001,-12.429444821184571,-0.382719352940083,-0.3827418927815832,-12.431271846522346
1.383,-12.42053485278355,-0.38334026472066496,-0.3833629297164163,-12.422360357776999
1.384,-12.411633281086393,-0.38396183182734855,-0.38398462093062147,-12.41345726673216
1.385,-12.40274010281031,-0.38458405375804183,-0.3846069659199047,-12.404562570101387
1.3860000000000001,-12.393855314673525,-0.38520693000582246,-0.3852299641751927,-12.395676264599304
1.387,-12.384978913395342,-0.38583046005893823,-0.38585361518262573,-12.386798346941655
1.388,-12.376110895696206,-0.3864546434008205,-0.3864779184235667,-12.377928813845351
1.389,-12.367251258297747,-0.38707947951007626,-0.3871028733745966,-12.369067662028543
1.3900000000000001,-12.358399997922868,-0.38770496786048997,-0.3877284795075312,-12.360214888210677
1.391,-12.349557111295784,-0.38833110792103964,-0.3883547362894119,-12.351370489112547
1.392,-12.340722595142068,-0.3889578991558874,-0.38898164318250994,-12.342534461456358
1.393,-12.33189644618874,-0.3895853410243888,-0.38960919964433893,-12.333706801965779
1.3940000000000001,-12.323078661164303,-0.39021343298109,-0.3902374051276437,-12.324887507365997
1.395,-12.31426923679881,-0.3908421744757387,-0.3908662590804169,-12.316076574383793
1.396,-12.305468169823913,-0.3914715649532849,-0.3914957609458959,-12.307273999747569
1.397,-12.296675456972926,-0.39210160385387965,-0.3921259101625615,-12.298479780187426
1.3980000000000001,-12.287891094980887,-0.39273229061288223,-0.39275670616415215,-12.289693912435213
1.399,-12.279115080584598,-0.3933636246608627,-0.3933881483796526,-12.280916393224592
1.4,-12.270347410522701,-0.39399560542360723,-0.394020236233315,-12.272147219291071
1.401,-12.26158808153572,-0.39462823232211314,-0.39465296914464515,-12.263386387372082
1.4020000000000001,-12.252837090366116,-0.39526150477260774,-0.39528634652841954,-12.254633894207021
1.403,-12.244094433758356,-0.3958954221865364,-0.3959203677946759,-12.245889736537318
1.404,-12.23536010845896,-0.39652998397057004,-0.3965550323487241,-12.237153911106478
1.405,-12.22663411121654,-0.3971651895266173,-0.3971903395911533,-12.228426414660134
1.4060000000000001,-12.217916438781888,-0.397801038251812,-0.3978262889178246,-12.219707243946122
1.407,-12.209207087908009,-0.39843752953853145,-0.3984628797198828,-12.210996395714503
1.408,-12.200506055350168,-0.3990746627743911,-0.39910011138375356,-12.202293866717644
1.409,-12.191813337865963,-0.39971243734225625,-0.3997379832911569,-12.193599653710255
1.4100000000000001,-12.183128932215364,-0.4003508526202342,-0.4003764948191003,-12.184913753449445
1.411,-12.174452835160778,-0.4009899079816825,-0.40101564533988066,-12.176236162694789
1.412,-12.165785043467093,-0.40162960279521953,-0.4016554342211017,-12.167566878208353
1.413,-12.157125553901729,-0.4022699364247198,-0.4022958608256643,-12.158905896754767
1.4140000000000001,-12.148474363234696,-0.40291090822931697,-0.402936924511772,-12.150253215101277
1.415,-12.139831468238656,-0.40355251756341476,-0.4035786246329451,-12.141608830017788
1.416,-12.131196865688946,-0.4041947637766825,-0.4042209605380051,-12.132972738276905
1.417,-12.122570552363658,-0.4048376462140663,-0.4048639315711011,-12.124344936654017
1.418,-12.113952525043675,-0.4054811642157866,-0.40550753707169235,-12.11572542192732
1.419,-12.105342780512734,-0.40612531711734,-0.4061517763745658,-12.107114190877866
1.42,-12.096741315557457,-0.4067701042495152,-0.40679664880982835,-12.098511240289639
1.421,-12.088148126967424,-0.40741552493838284,-0.4074421537029305,-12.089916566949576
1.422,-12.07956321153521,-0.40806157850530816,-0.4080882903746435,-12.08133016764764
1.423,-12.070986566056428,-0.40870826426694995,-0.4087350581410823,-12.072752039176846
1.424,-12.062418187329804,-0.40935558153526835,-0.40938245631370446,-12.064182178333333
1.425,-12.053858072157201,-0.41000352961751835,-0.4100304841993092,-12.0556205819164
1.426,-12.04530621734368,-0.41065210781627304,-0.4106791411000446,-12.04706724672856
1.427,-12.03676261969754,-0.41130131542940906,-0.41132842631341626,-12.038522169575579
1.428,-12.028227276030387,-0.4119511517501168,-0.4119783391322831,-12.029985347266535
1.429,-12.019700183157152,-0.4126016160669087,-0.4126288788448602,-12.021456776613865
1.43,-12.011181337896165,-0.41325270766361827,-0.4132800447347369,-12.01293645443341
1.431,-12.00267073706919,-0.41390442581940107,-0.4139318360808619,-12.00442437754445
1.432,-11.994168377501474,-0.4145567698087493,-0.41458425215755884,-11.995920542769774
1.433,-11.985674256021792,-0.4152097389014855,-0.41523729223452865,-11.98742494693571
1.434,-11.977188369462507,-0.4158633323627704,-0.41589095557685146,-11.978937586872183
1.435,-11.968710714659586,-0.41651754945310615,-0.41654524144498944,-11.970458459412743
1.436,-11.960241288452698,-0.4171723894283431,-0.41720014909479664,-11.96198756139464
1.437,-11.951780087685195,-0.41782785153967883,-0.41785567777751054,-11.953524889658835
1.438,-11.943327109204207,-0.4184839350336699,-0.4185118267397761,-11.945070441050074
1.439,-11.934882349860674,-0.41914063915222594,-0.41916859522362765,-11.936624212416916
1.44,-11.926445806509381,-0.41979796313262385,-0.41982598246651026,-11.928186200611785
1.441,-11.918017476009016,-0.42045590620750006,-0.42048398770127493,-11.919756402491014
1.442,-11.9095973552222,-0.4211144676048695,-0.42114261015618415,-11.911334814914893
1.443,-11.90118544101555,-0.4217736465481192,-0.4218018490549169,-11.902921434747697
1.444,-11.892781730259706,-0.4224334422560145,-0.4224617036165742,-11.894516258857752
1.445,-11.884386219829386,-0.4230938539427053,-0.42312217305567895,-11.88611928411746
1.446,-11.87599890660342,-0.42375488081772517,-0.4237832565821839,-11.877730507403353
1.447,-11.867619787464799,-0.4244165220860079,-0.42444495340147426,-11.869349925596131
1.448,-11.85924885930072,-0.42507877694787544,-0.4251072627143734,-11.860977535580709
1.449,-11.85088611900262,-0.42574164459905367,-0.42577018371714687,-11.85261333424625
1.45,-11.842531563466228,-0.42640512423067495,-0.42643371560150717,-11.84425731848622
1.451,-11.834185189591594,-0.4270692150292761,-0.42709785755460705,-11.835909485198414
1.452,-11.825846994283154,-0.42773391617681406,-0.42776260875906913,-11.827569831285022
1.453,-11.817516974449738,-0.42839922685065557,-0.42842796839295977,-11.819238353652633
1.454,-11.809195127004644,-0.42906514622359726,-0.42909393562981746,-11.810915049212316
1.455,-11.800881448865654,-0.4297316734638579,-0.4297605096386465,-11.802599914879632
1.456,-11.792575936955087,-0.43039880773508854,-0.4304276895839226,-11.794292947574691
1.457,-11.784278588199841,-0.4310665481963793,-0.43109547462559344,-11.785994144222176
1.458,-11.775989399531424,-0.43173489400225473,-0.43176386391909216,-11.777703501751404
1.459,-11.767708367885998,-0.43240384430268797,-0.4324328566153366,-11.769421017096342
1.46,-11.759435490204417,-0.4330733982431013,-0.43310245186073193,-11.761146687195662
1.461,-11.751170763432274,-0.4337435549643689,-0.4337726487971758,-11.752880508992785
1.462,-11.74291418451993,-0.4344143136028236,-0.43444344656206807,-11.74462247943589
1.463,-11.73466575042255,-0.4350856732902659,-0.43511484428831326,-11.736372595477992
1.464,-11.726425458100152,-0.435757633153956,-0.43578684110431765,-11.728130854076955
1.465,-11.718193304517632,-0.4364301923166316,-0.43645943613399985,-11.719897252195528
1.466,-11.709969286644828,-0.43710334989650457,-0.43713262849680257,-11.711671786801398
1.467,-11.701753401456521,-0.4377771050072746,-0.43780641730768066,-11.703454454867217
1.468,-11.693545645932486,-0.43845145675811736,-0.4384808016771224,-11.695245253370647
1.469,-11.68534601705755,-0.43912640425370936,-0.4391557807111375,-11.687044179294375
1.47,-11.677154511821598,-0.4398019465942138,-0.4398313535112832,-11.678851229626181
1.471,-11.668971127219622,-0.4404780828753025,-0.44050751917464626,-11.67066640135895
1.472,-11.660795860251758,-0.4411548121881481,-0.4411842767938605,-11.66248969149072
1.473,-11.652628707923324,-0.4418321336194323,-0.44186162545711505,-11.654321097024711
1.474,-11.644469667244845,-0.44251004625135454,-0.44253956424814433,-11.646160614969368
1.475,-11.63631873523209,-0.4431885491616333,-0.4432180922462467,-11.638008242338376
1.476,-11.628175908906131,-0.4438676414235085,-0.44389720852628334,-11.62986397615073
1.477,-11.620041185293331,-0.4445473221057567,-0.444576912158684,-11.621727813430729
1.478,-11.61191456142542,-0.4452275902726813,-0.44525720220945053,-11.613599751208046
1.479,-11.603796034339506,-0.4459084449841245,-0.44593807774016286,-11.605479786517737
1.48,-11.595685601078126,-0.4465898852954803,-0.4466195378079848,-11.597367916400284
1.4809999999999999,-11.587583258689255,-0.4472719102576851,-0.44730158146566756,-11.589264137901624
1.482,-11.579489004226353,-0.4479545189172318,-0.44798420776155784,-11.581168448073198
1.483,-11.571402834748417,-0.4486377103161688,-0.4486674157395921,-11.573080843971955
1.484,-11.563324747319966,-0.4493214834921174,-0.44935120443932003,-11.56500132266041
1.4849999999999999,-11.555254739011122,-0.4500058374782557,-0.4500355728958904,-11.556929881206667
1.486,-11.547192806897598,-0.4506907713033464,-0.4507205201400666,-11.548866516684445
1.487,-11.539138948060776,-0.45137628399172525,-0.4514060451982321,-11.540811226173108
1.488,-11.531093159587694,-0.4520623745633174,-0.4520921470923919,-11.532764006757725
1.4889999999999999,-11.523055438571113,-0.4527490420336272,-0.4527788248401762,-11.524724855529065
1.49,-11.515025782109518,-0.4534362854137669,-0.45346607745484874,-11.51669376958363
1.491,-11.507004187307166,-0.45412410371043876,-0.4541539039453121,-11.508670746023713
1.492,-11.498990651274106,-0.45481249592595413,-0.4548423033161112,-11.500655781957416
1.4929999999999999,-11.49098517112623,-0.4555014610582328,-0.4555312745674389,-11.49264887449866
1.494,-11.482987743985262,-0.4561909981008094,-0.45622081669513825,-11.484650020767237
1.495,-11.474998366978834,-0.45688110604284027,-0.45691092869071753,-11.476659217888841
1.496,-11.467017037240481,-0.4575717838691051,-0.4576016095413388,-11.46867646299507
1.4969999999999999,-11.459043751909682,-0.45826303056001383,-0.4582928582298419,-11.460701753223493
1.498,-11.451078508131882,-0.45895484509162027,-0.45898467373473095,-11.45273508571764
1.499,-11.443121303058536,-0.459647226435611,-0.4596770550301963,-11.444776457627066
1.5,-11.43517213384712,-0.46034017355932066,-0.46037000108611126,-11.43682586610735
1.501,-11.427230997661159,-0.4610336854257404,-0.46106351086803465,-11.428883308320135
1.502,-11.419297891670263,-0.461727760993513,-0.461757583337227,-11.42094878143315
1.5030000000000001,-11.41137281305015,-0.462422399216951,-0.4624522174506368,-11.413022282620258
1.504,-11.403455758982673,-0.4631175990460271,-0.4631474121609316,-11.405103809061446
1.505,-11.395546726655837,-0.46381335942639257,-0.4638431664164807,-11.39719335794288
1.506,-11.387645713263847,-0.46450967929937886,-0.4645394791613719,-11.389290926456919
1.5070000000000001,-11.379752716007108,-0.46520655760199675,-0.4652363493354142,-11.381396511802146
1.508,-11.371867732092266,-0.4659039932669517,-0.46593377587414464,-11.373510111183396
1.509,-11.363990758732228,-0.46660198522264296,-0.4666317577088311,-11.365631721811765
1.51,-11.356121793146183,-0.46730053239317104,-0.46733029376647794,-11.35776134090465
1.5110000000000001,-11.348260832559644,-0.46799963369833836,-0.46802938296983476,-11.349898965685776
1.512,-11.340407874204448,-0.4686992880536677,-0.4687290242373965,-11.342044593385214
1.513,-11.332562915318787,-0.46939949437039175,-0.4694292164834147,-11.334198221239397
1.514,-11.324725953147244,-0.4701002515554733,-0.4701299586178986,-11.326359846491155
1.5150000000000001,-11.316896984940811,-0.4708015585115958,-0.470831249546626,-11.31852946638974
1.516,-11.3090760079569,-0.4715034141371816,-0.4715330881711395,-11.310707078190845
1.517,-11.301263019459373,-0.4722058173263949,-0.4722354733887651,-11.302892679156617
1.518,-11.293458016718567,-0.472908766969142,-0.47293840409259813,-11.295086266555703
1.5190000000000001,-11.285660997011323,-0.4736122619510777,-0.47364187917153555,-11.287287837663245
1.52,-11.277871957620993,-0.4743163011536234,-0.47434589751025874,-11.279497389760936
1.521,-11.270090895837463,-0.4750208834539543,-0.4750504579892457,-11.271714920136988
1.522,-11.262317808957187,-0.47572600772501605,-0.47575555948478887,-11.263940426086227
1.5230000000000001,-11.254552694283193,-0.4764316728355305,-0.47646120086897564,-11.256173904910034
1.524,-11.24679554912512,-0.47713787764999627,-0.47716738100972034,-11.248415353916446
1.525,-11.239046370799212,-0.47784462102869907,-0.477874098770755,-11.240664770420107
1.526,-11.231305156628377,-0.4785519018277188,-0.4785813530116359,-11.232922151742324
1.5270000000000001,-11.223571903942165,-0.47925971889892677,-0.47928914258775607,-11.225187495211093
1.528,-11.215846610076824,-0.4799680710900003,-0.4799974663503418,-11.217460798161103
1.529,-11.208129272375283,-0.48067695724442744,-0.480706323146469,-11.209742057933738
1.53,-11.200419888187202,-0.48138637620151004,-0.4814157118190595,-11.202031271877145
1.5310000000000001,-11.192718454868986,-0.48209632679636505,-0.4821256312068879,-11.194328437346217
1.532,-11.185024969783775,-0.4828068078599447,-0.4828360801446009,-11.186633551702617
1.533,-11.177339430301503,-0.48351781821902723,-0.4835470574627003,-11.178946612314798
1.534,-11.169661833798877,-0.48422935669623235,-0.48425856198756834,-11.171267616558023
1.5350000000000001,-11.16199217765943,-0.4849414221100224,-0.48497059254146324,-11.163596561814387
1.536,-11.154330459273519,-0.485654013274711,-0.48568314794253026,-11.155933445472828
1.537,-11.146676676038327,-0.48636712900046875,-0.4863962270048032,-11.14827826492914
1.538,-11.139030825357917,-0.48708076809332723,-0.4871098285382114,-11.140631017586005
1.5390000000000001,-11.131392904643215,-0.4877949293551833,-0.48782395134859347,-11.132991700852992
1.54,-11.123762911312047,-0.48850961158381473,-0.48853859423768914,-11.125360312146586
1.541,-11.11614084278914,-0.48922481357287506,-0.489253756003156,-11.117736848890203
1.542,-11.10852669650614,-0.48994053411190625,-0.48996943543857147,-11.110121308514193
1.5430000000000001,-11.100920469901649,-0.4906567719863407,-0.49068563133344145,-11.102513688455877
1.544,-11.093322160421199,-0.49137352597751377,-0.4914023424731989,-11.09491398615954
1.545,-11.085731765517306,-0.49209079486265783,-0.4921195676392225,-11.087322199076464
1.546,-11.07814928264946,-0.4928085774149238,-0.49283730560883354,-11.079738324664927
1.5470000000000002,-11.070574709284145,-0.49352687240337756,-0.49355555515529903,-11.072162360390234
1.548,-11.063008042894865,-0.49424567859300467,-0.4942743150478501,-11.06459430372472
1.549,-11.05544928096213,-0.49496499474472655,-0.49499358405167365,-11.057034152147757
1.55,-11.047898420973496,-0.49568481961539285,-0.49571336092793356,-11.049481903145786
1.5510000000000002,-11.04035546042357,-0.49640515195780166,-0.49643364443376337,-11.041937554212321
1.552,-11.032820396814014,-0.49712599052069306,-0.4971544333222787,-11.03440110284797
1.553,-11.025293227653563,-0.49784733404876924,-0.4978757263425839,-11.026872546560407
1.554,-11.01777395045804,-0.49856918128268474,-0.4985975222397751,-11.019351882864454
1.5550000000000002,-11.01026256275036,-0.4992915309590691,-0.4993198197549539,-11.01183910928204
1.556,-11.002759062060557,-0.5000143818105169,-0.5000426176252208,-11.004334223342232
1.557,-10.995263445925776,-0.5007377325656062,-0.500765914583692,-10.996837222581235
1.558,-10.987775711890293,-0.5014615819489048,-0.5014897093595077,-10.989348104542424
1.5590000000000002,-10.980295857505524,-0.5021859286809678,-0.5022140006778203,-10.981866866776336
1.56,-10.972823880330044,-0.5029107714783486,-0.5029387872598254,-10.974393506840684
1.561,-10.965359777929574,-0.5036361090536104,-0.5036640678227524,-10.966928022300387
1.562,-10.957903547877017,-0.504361940115323,-0.5043898410798726,-10.95947041072754
1.5630000000000002,-10.950455187752455,-0.5050882633680749,-0.5051161057405098,-10.95202066970147
1.564,-10.94301469514316,-0.5058150775124832,-0.505842860510043,-10.944578796808706
1.565,-10.935582067643598,-0.5065423812451877,-0.5065701040899151,-10.937144789643021
1.566,-10.92815730285544,-0.5072701732588782,-0.5072978351776382,-10.929718645805417
1.5670000000000002,-10.920740398387576,-0.5079984522422751,-0.5080260524668005,-10.92230036290414
1.568,-10.913331351856128,-0.5087272168801572,-0.5087547546470738,-10.9148899385547
1.569,-10.905930160884425,-0.5094564658533559,-0.5094839404042134,-10.907487370379867
1.57,-10.898536823103058,-0.5101861978387676,-0.5102136084200768,-10.900092656009674
1.5710000000000002,-10.89115133614985,-0.5109164115093602,-0.5109437573726141,-10.89270579308145
1.572,-10.883773697669879,-0.5116471055341772,-0.5116743859358952,-10.885326779239792
1.573,-10.876403905315486,-0.5123782785783444,-0.5124054927800957,-10.877955612136606
1.574,-10.86904195674627,-0.5131099293030749,-0.5131370765715142,-10.870592289431084
1.5750000000000002,-10.861687849629103,-0.5138420563656849,-0.5138691359725772,-10.863236808789738
1.576,-10.854341581638142,-0.5145746584195858,-0.5146016696418481,-10.855889167886389
1.577,-10.84700315045482,-0.5153077341143046,-0.5153346762340263,-10.848549364402167
1.5779999999999998,-10.83967255376785,-0.5160412820954846,-0.5160681543999638,-10.841217396025542
1.579,-10.832349789273255,-0.5167753010048861,-0.5168021027866613,-10.833893260452303
1.58,-10.825034854674339,-0.5175097894804048,-0.5175365200372861,-10.826576955385583
1.581,-10.817727747681719,-0.5182447461560712,-0.518271404791165,-10.819268478535848
1.5819999999999999,-10.81042846601331,-0.51898016966206,-0.5190067556838044,-10.811967827620917
1.583,-10.803137007394344,-0.5197160586246922,-0.5197425713468907,-10.804675000365947
1.584,-10.79585336955736,-0.5204524116664491,-0.520478850408297,-10.797389994503462
1.585,-10.78857755024222,-0.5211892274059753,-0.5212155914920882,-10.790112807773333
1.5859999999999999,-10.781309547196097,-0.5219265044580832,-0.5219527932185324,-10.7828434379228
1.587,-10.774049358173489,-0.5226642414337666,-0.5226904542041034,-10.775581882706454
1.588,-10.766796980936228,-0.5234024369401975,-0.5234285730614913,-10.768328139886275
1.589,-10.759552413253461,-0.5241410895807417,-0.5241671483996021,-10.761082207231592
1.5899999999999999,-10.75231565290167,-0.5248801979549671,-0.5249061788235763,-10.753844082519116
1.591,-10.745086697664664,-0.5256197606586389,-0.5256456629347838,-10.746613763532928
1.592,-10.73786554533359,-0.5263597762837331,-0.5263855993308401,-10.73939124806449
1.593,-10.730652193706922,-0.5271002434184524,-0.5271259866056002,-10.732176533912646
1.5939999999999999,-10.72344664059047,-0.5278411606472182,-0.527866823349184,-10.724969618883613
1.595,-10.71624888379738,-0.5285825265506839,-0.5286081081479665,-10.717770500790984
1.596,-10.709058921148134,-0.5293243397057474,-0.5293498395845955,-10.710579177455744
1.597,-10.701876750470543,-0.5300665986855467,-0.5300920162379881,-10.703395646706259
1.5979999999999999,-10.694702369599758,-0.5308093020594766,-0.530834636683354,-10.696219906378273
1.599,-10.687535776378258,-0.5315524483931913,-0.531577699492181,-10.689051954314909
1.6,-10.680376968655867,-0.5322960362486077,-0.53232120323226,-10.681891788366682
1.601,-10.673225944289733,-0.533040064183926,-0.5330651464676834,-10.674739406391486
1.6019999999999999,-10.666082701144335,-0.5337845307536211,-0.533809527758853,-10.667594806254595
1.603,-10.658947237091478,-0.5345294345084555,-0.5345543456624852,-10.660457985828657
1.604,-10.651819550010305,-0.5352747739954897,-0.5352995987316292,-10.653328942993712
1.605,-10.644699637787284,-0.5360205477580868,-0.5360452855156538,-10.646207675637168
1.6059999999999999,-10.63758749831619,-0.5367667543359191,-0.5367914045602726,-10.63909418165381
1.607,-10.630483129498137,-0.5375133922649733,-0.5375379544075435,-10.631988458945795
1.608,-10.623386529241547,-0.5382604600775621,-0.5382849335958773,-10.624890505422659
1.609,-10.61629769546216,-0.539007956302331,-0.5390323406600394,-10.617800319001297
1.6099999999999999,-10.60921662608303,-0.5397558794642594,-0.539780174131167,-10.610717897605983
1.611,-10.60214331903451,-0.5405042280846726,-0.5405284325367675,-10.603643239168335
1.612,-10.595077772254268,-0.5412530006812535,-0.5412771144007313,-10.596576341627342
1.613,-10.588019983687255,-0.5420021957680363,-0.5420262182433303,-10.589517202929352
1.6139999999999999,-10.580969951285738,-0.5427518118554311,-0.5427757425812381,-10.582465821028059
1.615,-10.573927673009253,-0.5435018474502149,-0.5435256859275268,-10.575422193884503
1.616,-10.566893146824638,-0.5442523010555507,-0.5442760467916778,-10.568386319467072
1.617,-10.559866370706004,-0.5450031711709897,-0.5450268236795913,-10.561358195751492
1.6179999999999999,-10.552847342634735,-0.5457544562924742,-0.5457780150935821,-10.554337820720825
1.619,-10.545836060599482,-0.546506154912355,-0.5465296195324075,-10.547325192365449
1.62,-10.538832522596168,-0.5472582655193948,-0.5472816354912564,-10.540320308683086
1.621,-10.531836726627965,-0.5480107865987689,-0.5480340614617615,-10.533323167678759
1.6219999999999999,-10.524848670705296,-0.5487637166320807,-0.548786895932008,-10.526333767364806
1.623,-10.517868352845827,-0.5495170540973646,-0.5495401373865453,-10.519352105760875
1.624,-10.510895771074463,-0.5502707974690982,-0.5502937843063846,-10.512378180893913
1.625,-10.503930923423333,-0.5510249452182041,-0.5510478351690101,-10.50541199079815
1.626,-10.496973807931793,-0.5517794958120603,-0.5518022884483955,-10.498453533515114
1.627,-10.490024422646405,-0.5525344477145071,-0.5525571426149931,-10.491502807093605
1.6280000000000001,-10.483082765620944,-0.5532897993858512,-0.5533123961357586,-10.48455980958969
1.629,-10.476148834916383,-0.5540455492828811,-0.554068047474146,-10.47762453906671
1.63,-10.469222628600871,-0.55480169585887,-0.5548240950901232,-10.47069699359525
1.631,-10.462304144749757,-0.5555582375635766,-0.5555805374401759,-10.463777171253142
1.6320000000000001,-10.455393381445537,-0.556315172843267,-0.5563373729773134,-10.456865070125463
1.633,-10.448490336777889,-0.557072500140708,-0.5570946001510797,-10.449960688304522
1.634,-10.441595008843631,-0.557830217895183,-0.5578522174075569,-10.44306402388984
1.635,-10.434707395746726,-0.5585883245424992,-0.5586102231893788,-10.436175074988142
1.6360000000000001,-10.427827495598269,-0.559346818514994,-0.5593686159357276,-10.429293839713385
1.637,-10.420955306516484,-0.5601056982415358,-0.5601273940823569,-10.422420316186692
1.638,-10.414090826626692,-0.5608649621475436,-0.5608865560615849,-10.41555450253637
1.639,-10.407234054061325,-0.5616246086549863,-0.5616461003023048,-10.408696396897913
1.6400000000000001,-10.400384986959901,-0.562384636182392,-0.5624060252300009,-10.401845997413957
1.641,-10.39354362346902,-0.5631450431448564,-0.5631663292667453,-10.395003302234313
1.642,-10.386709961742335,-0.5639058279540543,-0.5639270108312131,-10.388168309515912
1.643,-10.37988399994057,-0.5646669890182324,-0.5646880683386858,-10.38134101742282
1.6440000000000001,-10.373065736231485,-0.5654285247422434,-0.5654495002010593,-10.374521424126222
1.645,-10.366255168789875,-0.5661904335275227,-0.5662113048268553,-10.367709527804411
1.646,-10.35945229579754,-0.5669527137721222,-0.5669734806212213,-10.360905326642772
1.647,-10.352657115443298,-0.5677153638707007,-0.5677360259859469,-10.354108818833769
1.6480000000000001,-10.345869625922955,-0.5684783822145395,-0.568498939319462,-10.347320002576941
1.649,-10.339089825439299,-0.5692417671915514,-0.5692622190168524,-10.340538876078877
1.65,-10.332317712202075,-0.570005517186283,-0.5700258634698683,-10.333765437553215
1.651,-10.325553284427988,-0.5707696305799242,-0.5707898710669222,-10.32699968522062
1.6520000000000001,-10.318796540340685,-0.5715341057503178,-0.571554240193106,-10.320241617308783
