freq_ghz,s11_re,s11_im,s11_db,zin_re_ohm,zin_im_ohm
1.4992,0.10528735255802207,0.22613285380191864,-12.060595640219967,110.11354916941944,53.10484503820745
1.5,0.10597416611199377,0.2257387409134686,-12.062898971601557,110.29959876820102,53.09999425194261
1.5008,0.10665637467951064,0.22534136608680805,-12.065287257976289,110.48536335360703,53.09385769934156
1.5016,0.1073339755302182,0.2249407639946191,-12.067760363408935,110.67083455329104,53.08643678238867
1.5024000000000002,0.10800696608367895,0.22453696912935703,-12.07031815537002,110.85600398349031,53.07773296088548
1.5032,0.10867534390724194,0.22413001580426611,-12.072960504723337,111.04086324957385,53.067747752902385
1.504,0.10933910671394147,0.22371993815439925,-12.075687285713599,111.22540394659825,53.05648273522401
1.5048,0.10999825236042256,0.22330677013763955,-12.078498375954318,111.40961765987153,53.04393954378776
1.5056,0.11065277884489545,0.22289054553572377,-12.081393656415912,111.59349596552505,53.030119874115655
1.5064000000000002,0.11130268430511649,0.22247129795526793,-12.084373011413987,111.77703043109285,53.01502548173922
1.5072,0.11194796701639724,0.2220490608287947,-12.08743632859784,111.9602126160991,52.998658182617405
1.508,0.11258862538964061,0.22162386741576137,-12.090583498939193,112.14303407265336,52.981019853547224
1.5088,0.11322465796940248,0.2211957508035906,-12.093814416721102,112.32548634605303,52.96211243256718
1.5096,0.11385606343198096,0.2207647439087012,-12.097128979527094,112.50756097539356,52.94193791935336
1.5104000000000002,0.11448284058353027,0.22033087947754085,-12.100527088230525,112.68924949418616,52.920498375607835
1.5112,0.11510498835820202,0.21989419008761873,-12.104008646984122,112.87054343098275,52.89779592543949
1.512,0.11572250581631137,0.21945470814853874,-12.107573563209789,113.05143431000855,52.873832755736935
1.5128,0.11633539214252774,0.2190124659030345,-12.11122174758856,113.23191365180132,52.848611116533846
1.5136,0.11694364664409157,0.21856749542800313,-12.11495311405084,113.41197297385833,52.82213332136581
1.5144000000000002,0.11754726874905462,0.21811982863554036,-12.118767579766793,113.59160379128973,52.79440174761932
1.5152,0.11814625800454555,0.2176694972739752,-12.122665065136989,113.77079761747946,52.7654188368725
1.516,0.11874061407506004,0.21721653292890394,-12.126645493783258,113.94954596475267,52.735187095227204
1.5168,0.1193303367407732,0.21676096702422493,-12.130708792539764,114.12784034505005,52.70370909363285
1.5176,0.11991542589587735,0.2163028308231722,-12.134854891444286,114.30567227060854,52.670987468201425
1.5184,0.12049588154694131,0.21584215542934948,-12.139083723729712,114.48303325464872,52.63702492051386
1.5192,0.12107170381129533,0.21537897178776164,-12.143395225815786,114.65991481206908,52.60182421791746
1.52,0.12164289291543601,0.21491331068584812,-12.147789337301022,114.83630846014562,52.56538819381448
1.5208,0.12220944919345622,0.21444520275451232,-12.1522660009549,115.01220571923882,52.52771974794121
1.5216,0.12277137308549593,0.21397467846915255,-12.15682516271021,115.1875981135059,52.488821846638416
1.5224,0.12332866513621538,0.21350176815069072,-12.16146677165568,115.36247717161929,52.448697523112
1.5232,0.12388132599329095,0.21302650196659895,-12.166190780028789,115.53683442749127,52.40734987768435
1.524,0.12442935640593132,0.21254890993192682,-12.170997143208805,115.71066142100378,52.364782078036185
1.5248,0.12497275722341615,0.21206902191032495,-12.175885819710054,115.88394969874452,52.320997359438664
1.5256,0.12551152939365576,0.2115868676150679,-12.180856771175412,116.05669081474831,52.27599902497577
1.5264,0.12604567396177044,0.21110247661007653,-12.185909962369985,116.22887633124327,52.229790445756876
1.5272000000000001,0.12657519206869244,0.21061587831093542,-12.191045361175085,116.40049781940341,52.182375061119
1.528,0.12710008494978683,0.21012710198591256,-12.196262938582315,116.57154686010514,52.133756378819626
1.5288,0.12762035393349347,0.20963617675697255,-12.201562668688005,116.74201504468978,52.083937975218504
1.5296,0.12813600043998863,0.20914313160079123,-12.206944528687774,116.91189397573014,52.032923495449865
1.5304,0.1286470259798659,0.20864799534976636,-12.212408498871362,117.0811752678023,51.98071665358388
1.5312000000000001,0.12915343215283828,0.20815079669302625,-12.21795456261765,117.24985054826178,51.92732123277777
1.532,0.12965522064645701,0.20765156417743644,-12.223582706389958,117.4179114580241,51.87274108541626
1.5328,0.13015239323485264,0.2071503262086028,-12.229292919731517,117.58534965234992,51.81698013324136
1.5336,0.13064495177749233,0.20664711105187364,-12.235085195261174,117.75215680163383,51.76004236747151
1.5344,0.13113289821795676,0.20614194683333803,-12.240959528669354,117.9183245921975,51.70193184890969
1.5352000000000001,0.13161623458273672,0.20563486154082145,-12.246915918714196,118.0838447270867,51.64265270804078
1.536,0.13209496298004592,0.20512588302487944,-12.252954367217955,118.24870892687161,51.58220914511774
1.5368,0.13256908559865346,0.20461503899978734,-12.259074879063604,118.41290893045132,51.52060543023681
1.5376,0.1330386047067333,0.20410235704452764,-12.265277462191694,118.57643649586095,51.457845903401335
1.5384,0.13350352265073182,0.20358786460377465,-12.271562127597385,118.73928340108235,51.393934974574606
1.5392000000000001,0.13396384185425309,0.20307158898887498,-12.277928889327745,118.90144144485826,51.32887712372111
1.54,0.13441956481696019,0.20255355737882633,-12.284377764479276,119.06290244750843,51.26267690083651
1.5408,0.1348706941134957,0.20203379682125158,-12.29090877319563,119.22365825174947,51.19533892596617
1.5416,0.1353172323924171,0.20151233423337025,-12.297521938665612,119.38370072351633,51.126867889211766
1.5424,0.13575918237514942,0.20098919640296767,-12.304217287121329,119.54302175278684,51.057268550727
1.5432000000000001,0.13619654685495597,0.20046440998935836,-12.310994847836636,119.70161325440841,50.9865457407009
1.544,0.13662932869592223,0.1999380015243483,-12.317854653125782,119.85946716892612,50.914704359329725
1.5448,0.1370575308319594,0.19940999741319193,-12.324796738342279,120.01657546341369,50.84174937677704
