freq_ghz,bare_zdiff_re,bare_zdiff_im,s1_zdiff_re,s1_zdiff_im,bare_branch_nf_db,s1_branch_nf_db,delta_nf_db,bare_branch_te_k,s1_branch_te_k,delta_te_k,bare_branch_zs_re,bare_branch_zs_im,s1_branch_zs_re,s1_branch_zs_im,nfmin_db
1.1504,74.59381764516775,-13.421328121963963,74.73512846524713,-14.393937466160159,0.26888619211899834,0.2695773349594968,0.0006911428404984821,18.52234034386825,18.571442965145057,0.049102621276805536,37.29690882258387,-6.710664060981982,37.367564232623565,-7.196968733080079,0.21496287806419542
1.1512,74.33332713447739,-13.204698027897134,74.47514381841047,-14.175663002497446,0.26909376666600965,0.2697770036185009,0.0006832369524912285,18.537086770126827,18.585629989188043,0.048543219061215837,37.16666356723869,-6.602349013948567,37.237571909205236,-7.087831501248723,0.21488287662585873
1.152,74.0760109208244,-12.987665188816877,74.21833105572172,-13.95700756140314,0.26929974917795746,0.26997503156860386,0.0006752823906464034,18.551720792426135,18.59970108046562,0.047980288039486396,37.0380054604122,-6.493832594408438,37.10916552786086,-6.97850378070157,0.21480287371378745
1.1528,73.82182735007953,-12.770252942855393,73.96464847002643,-13.737994020662056,0.2695041423203945,0.27017142231789393,0.000667279997499437,18.56624258409303,18.613656472347383,0.04741388825435422,36.910913675039765,-6.3851264714276965,36.982324235013216,-6.868997010331028,0.21472286932792725
1.1536,73.57073538463968,-12.552483877747935,73.71405497543886,-13.518644518614774,0.26970694905339915,0.270366179658655,0.0006592306052558561,18.58065233953963,18.627496418574466,0.04684407903483745,36.78536769231984,-6.276241938873968,36.85702748771943,-6.759322259307387,0.2146428634682248
1.1544,73.32269459574994,-12.334379854081195,73.4665100994198,-13.29898047713161,0.26990817262343103,0.2705593076593604,0.0006511350359293955,18.594950273688823,18.64122119269411,0.04627091900528768,36.66134729787497,-6.167189927040598,36.7332550497099,-6.649490238565805,0.2145628561346239
1.1552,73.07766515579138,-12.115962027805974,73.22197397483193,-13.079022623857616,0.27010781655537747,0.27075081065684614,0.0006429941014686746,18.609136621413,18.654831087506793,0.04569446609379213,36.53883257789569,-6.057981013902987,36.61098698741596,-6.539511311928808,0.21448284732707124
1.156,72.83560783054276,-11.897250872036041,72.98040733197985,-12.858791013749947,0.27030588464475086,0.2709406932486421,0.000634808603891257,18.62321163698332,18.66832641452428,0.045114777540959494,36.41780391527138,-5.948625436018021,36.490203665989924,-6.4293955068749735,0.2144028370455124
1.1568,72.59648397142765,-11.678266198157505,72.7417714906458,-12.63830504993193,0.2705023809500617,0.2711289602854771,0.0006265793354154336,18.637175593531104,18.68170750343982,0.04453190990871647,36.29824198571382,-5.839133099078753,36.3708857453229,-6.319152524965965,0.2143228252898932
1.1576,72.36025550775543,-11.459027176270459,72.5060283521292,-12.417583503885439,0.27069730978535794,0.27131561686393835,0.0006183070785804046,18.65102878252094,18.694974701609063,0.04394591908812373,36.18012775387771,-5.729513588135229,36.2530141760646,-6.208791751942719,0.2142428120601592
