freq_ghz,s11_re,s11_im,s11_db,zactive_re_ohm,zactive_im_ohm
1.0,-0.11250162716468444,0.6550035252821064,-3.5488613590996687,33.49836724717744,78.59934676155079
1.0008,-0.1089561727892089,0.6546816799019008,-3.5607425003793587,33.73873521950552,78.95379636261255
1.0016,-0.10542355899976964,0.654343717437848,-3.5725873999661277,33.98042642962798,79.30828828471635
1.0024,-0.10190380952957243,0.6539897872878011,-3.5843960606102647,34.223448662770075,79.66281982224537
1.0032,-0.09839694689376843,0.6536200379184002,-3.596168488036703,34.46780974970412,80.01738820920649
1.004,-0.09490299240906389,0.6532346168627481,-3.6079046909100447,34.71351756682659,80.37199061843624
1.0048,-0.09142196621312437,0.6528336707183218,-3.619604680799682,34.96058003623142,80.72662416079869
1.0056,-0.0879538872837978,0.6524173451451144,-3.6312684721449613,35.20900512577826,81.08128588437289
1.0064,-0.08449877345814574,0.6519857848640014,-3.6428960822204584,35.45880084915603,81.43597277363071
1.0072,-0.08105664145127335,0.6515391336553268,-3.654487531101329,35.70997526594217,81.79068174860582
1.008,-0.07762750687498156,0.651077534357704,-3.666042841628756,35.962536481656045,82.14540966405164
1.0088,-0.07421138425621257,0.6506011288670267,-3.6775620393754798,36.21649264780808,82.5001533085907
1.0096,-0.07080828705531285,0.6501100581356815,-3.689045152611473,36.471851961943095,82.85490940385297
1.0104,-0.06741822768410324,0.649604462171964,-3.7004922122696513,36.728622667678046,83.20967460360446
1.0112,-0.06404121752374795,0.649084480039685,-3.711903251911794,36.98681305473506,83.56444549286623
1.012,-0.06067726694244483,0.6485502498579707,-3.723278307694475,37.24643145896744,83.91921858702207
1.0128,-0.057326385312910094,0.6480019088012434,-3.734617418335218,37.507486262381185,84.27399033091716
1.0136,-0.05398858102968022,0.6474395930993867,-3.745920625078696,37.76998589314929,84.62875709794527
1.0144,-0.05066386152622267,0.6468634380380832,-3.7571879716631145,38.033938825620204,84.98351518912564
1.0152,-0.0473522332918462,0.646273577959325,-3.768419504286708,38.29935358032042,85.33826083217015
1.016,-0.04405370188843401,0.6456701462620908,-3.779615271574372,38.56623872394946,85.69299018053832
1.0168,-0.04076827196697347,0.6450532754031838,-3.790775324544465,38.83460286936922,86.0476993124832
1.0176,-0.03749594728390486,0.64442309689823,-3.801899716575721,39.10445467558555,86.40238423008532
1.0184,-0.0342367307172812,0.6437797413228281,-3.8129885033743385,39.37580284772293,86.7570408582756
1.0192,-0.030990624282730354,0.6431233383138498,-3.824041742941229,39.64865613699249,87.11166504384855
1.02,-0.027757629149243297,0.6424540165708869,-3.8350594955393835,39.92302334065125,87.46625255446251
1.0208,-0.024537745654761047,0.6417719038578358,-3.846041823661472,40.198913301955216,87.82079907763067
1.0216,-0.02133097332158513,0.6410771270046249,-3.856988791997529,40.47633491010336,88.17530021969941
1.0224,-0.01813731087160183,0.6403698119090715,-3.8679004674028663,40.75529710017398,88.5297515048154
1.0232,-0.014956756241312898,0.6396500835388691,-3.878776918866136,41.03580885305323,88.88414837388262
1.024,-0.011789306596696246,0.6389180659337024,-3.889618217477561,41.31787919535412,89.23848618350586
1.0248,-0.0086349583478699,0.6381738822074826,-3.900424436397362,41.6015171993279,89.59276020492447
1.0256,-0.005493707163582856,0.6374176545507024,-3.9111956508243493,41.886731982765944,89.94696562293356
1.0264,-0.0023655479855255704,0.636649504232906,-3.92193193796471,42.173532708892225,90.3010975347929
1.0272000000000001,0.0007495249575490575,0.6358695516052695,-3.932633377000972,42.461928586247346,90.65515094912577
1.028,0.003851518135870399,0.6350779161032909,-3.9433000490611643,42.75192886856187,91.00912078480378
1.0288,0.006940438704885044,0.6342747162495842,-3.953932037188164,43.04354285462075,91.3630018698216
1.0296,0.010016294491660655,0.6334600696567746,-3.9645294263092463,43.336779888117164,91.7167889401586
1.0304,0.013079093981465166,0.6326340930304923,-3.9750923032058125,43.63164935749594,92.07047663862805
1.0312,0.016128846304527954,0.6317969021724614,-3.9856207564833355,43.928160695786964,92.42405951371568
1.032,0.01916556122296718,0.6309486119836791,-3.996114876541506,44.226323380427395,92.77753201840446
1.0328,0.022189249117888474,0.630089336467687,-4.006574755544555,44.52614693307255,93.13088850898734
1.0336,0.025199920976663806,0.629219188733924,-4.017000487391816,44.82764091939618,93.48412324386872
1.0344,0.028197588380366987,0.6283382810011653,-4.027392167688475,45.13081494887847,93.83723038235173
1.0352,0.03118226349138988,0.6274467246010395,-4.037749893716531,45.43567867458261,94.19020398341469
1.036,0.03415395904121804,0.6265446299816233,-4.048073764405972,45.74224179291904,94.54303800447386
1.0368,0.03711268831837168,0.6256321067111119,-4.058363880306139,46.05051404339691,94.89572630013362
1.0376,0.040058465156519674,0.6247092634815572,-4.068620343557359,46.36050520836388,95.24826262092496
1.0384,0.042991303922744604,0.6237762081126793,-4.078843257862727,46.672225112731624,95.6006406120299
1.0392,0.04591121950598136,0.6228330475557416,-4.089032728460148,46.985683623689056,95.95285381199412
1.04,0.0488182273056091,0.6218798878974902,-4.099188862094584,47.300890650401435,96.3048956514264
1.0408,0.05171234322020155,0.6209168343641553,-4.109311766990511,47.61785614369545,96.65675945168466
1.0416,0.05459358363644353,0.6199439913255103,-4.119401552824613,47.93659009573086,97.00843842355019
1.0424,0.05746196541819207,0.6189614622989874,-4.129458330698689,48.25710253965653,97.35992566588773
1.0432,0.060317505895704226,0.6179693499538488,-4.139482213112783,48.57940354925259,97.71121416429338
1.044,0.063160222855011,0.6169677561154063,-4.149473313938533,48.90350323855692,98.06229678972913
1.0448,0.06599013452744294,0.615956781769296,-4.15943174839274,49.229411761475696,98.41316629714385
1.0456,0.06880725957931536,0.6149365270657927,-4.1693576330111926,49.55713931137942,98.76381532408229
1.0464,0.07161161710175028,0.6139070913241768,-4.179251085622673,49.88669612068112,99.11423638927954
1.0472,0.07440322660065886,0.6128685730371382,-4.189112225323236,50.21809246039946,99.46442189124363
1.048,0.07718210798686229,0.6118210698752262,-4.198941172450662,50.55133863970386,99.81436410682397
1.0488,0.07994828156635807,0.6107646786913353,-4.208738048559188,50.88644500544284,100.16405518976683
1.0496,0.08270176803073742,0.6096994955252277,-4.218502976394446,51.22342194165493,100.51348716925816
1.0504,0.08544258844773402,0.6086256156080941,-4.2282360798686085,51.56227986906087,100.86265194845205
1.0512,0.08817076425192462,0.6075431333671434,-4.237937484035815,51.903029244538445,101.21154130298733
1.052,0.09088631723556176,0.6064521424302263,-4.247607315067783,52.24568056057766,101.56014687948972
1.0528,0.09358926953954448,0.6053527356304895,-4.25724570022966,52.5902443447169,101.90846019406113
1.0536,0.09627964364453312,0.6042450050110546,-4.266852767856115,52.936731158960264,102.25647263075645
1.0544,0.09895746236218807,0.6031290418297257,-4.276428647327658,53.28515159917376,102.60417544004555
1.0552,0.10162274882655335,0.6020049365637199,-4.285973469047186,53.635516294462334,102.95155973726402
1.056,0.10427552648556522,0.6008727789144217,-4.295487364416751,53.9878359065252,103.29861650104915
1.0568,0.10691581909269147,0.5997326578121588,-4.304970465814578,54.34212112899014,103.64533657176314
1.0576,0.10954365069870764,0.5985846614209946,-4.314422906572307,54.69838268672696,103.99171064990408
1.0584,0.11215904564359026,0.5974288771435451,-4.323844820952443,55.056631335137304,104.33772929450235
1.0592,0.11476202854854754,0.5962653916258046,-4.333236344126078,55.41687785942377,104.68338292150551
1.06,0.11735262430816808,0.5950942907619929,-4.342597612150808,55.77913307383474,105.02866180214903
1.0608,0.11993085808269327,0.5939156596994151,-4.351928761948882,56.143407820885876,105.37355606131447
1.0616,0.1224967552904194,0.5927295828433297,-4.361229931285623,56.50971297055889,105.71805567587525
1.0624,0.12505034160020972,0.5915361438618351,-4.370501258748002,56.87805941947417,106.06215047302868
1.0632,0.12759164292413708,0.5903354256907588,-4.379742883723522,57.248458090040344,106.40583012861622
1.064,0.13012068541023725,0.58912751053856,-4.388954946379276,57.620919929577404,106.74908416543057
1.0648,0.1326374954353797,0.5879124798912385,-4.39813758764125,57.99545590941405,107.09190195150998
1.0656,0.1351420995982599,0.5866904145172472,-4.40729094917386,58.37207702395969,107.43427269842095
1.0664,0.13763452471249601,0.5854613944724149,-4.416415173359701,58.75079428974825,107.77618545952734
1.0672,0.14011479779984817,0.5842254991048667,-4.42551040327954,59.131618744456034,108.11762912824872
1.068,0.14258294608354233,0.5829828070599513,-4.434576782692532,59.51456144589096,108.45859243630521
1.0688,0.14503899698170425,0.5817333962851714,-4.443614456016633,59.899633470953226,108.79906395195096
1.0696,0.14748297810090866,0.5804773440351083,-4.452623568309281,60.28684591456818,109.13903207819615
1.0704,0.14991491722982564,0.5792147268763543,-4.4616042652482655,60.67620988858837,109.47848505101632
1.0712,0.15233484233298306,0.5779456206924364,-4.470556693112853,61.06773652066703,109.81741093755095
1.072,0.15474278154462712,0.5766701006887427,-4.479480998765098,61.461436953100105,110.15579763429048
1.0728,0.157138763162686,0.5753882413974452,-4.488377329631391,61.85732234163704,110.49363286525146
1.0735999999999999,0.15952281564284146,0.5741001166824137,-4.497245833684263,62.25540385426134,110.83090418014177
1.0744,0.1618949675926959,0.5728057997441316,-4.506086659424336,62.65569266993722,111.16759895251415
1.0752,0.16425524776603773,0.5715053631246019,-4.5148999558625444,63.05819997732429,111.50370437790916
1.076,0.16660368505721249,0.5701988787122446,-4.5236858725025915,63.46293697345942,111.83920747198826
1.0768,0.1689403084955807,0.5688864177467928,-4.532444559323552,63.86991486240318,112.17409506865577
1.0776,0.17126514724008107,0.5675680508241743,-4.541176166762763,64.27914485385332,112.5083538181721
1.0784,0.17357823057388166,0.5662438479013876,-4.549880845698889,64.69063816172205,112.84197018525605
1.0792,0.17587958789912456,0.5649138783013676,-4.558558747435211,65.10440600267782,113.17493044717811
1.08,0.1781692487317684,0.56357821071784,-4.5672100236831445,65.520459594651,113.507220691845
1.0808,0.18044724269651252,0.5622369132201669,-4.575834826545918,65.93881015530178,113.83882681587454
1.0816,0.1827135995218199,0.5608900532581756,-4.584433308502552,66.35946890045186,114.1697345226625
1.0824,0.18496834903502218,0.5595376976669817,-4.593005622391945,66.78244704247608,114.49992932044108
1.0832,0.1872115211575119,0.5581799126717941,-4.601551921397242,67.20775578865623,114.82939652032866
1.084,0.18944314590002692,0.5568167638927074,-4.6100723590303865,67.63540633949555,115.15812123437333
1.0848,0.19166325335801027,0.5554483163494827,-4.618567089116862,68.06540988699147,115.48608837358759
1.0856,0.19387187370706319,0.554074634466309,-4.627036265780672,68.49777761286974,115.8132826459776
1.0864,0.19606903719847407,0.552695782076553,-4.635480043429497,68.93252068677486,116.13968855456461
1.0872,0.19825477415482934,0.5513118224274935,-4.643898576740051,69.36965026441909,116.46529039540093
1.088,0.20042911496571023,0.5499228181850337,-4.652292020643678,69.80917748568953,116.79007225558028
1.0888,0.20259209008345966,0.5485288314384056,-4.660660530312089,70.2511134727094,117.11401801124217
1.0896,0.20474373001903673,0.5471299237048478,-4.669004261143357,70.69546932785748,117.4371113255724
1.0904,0.20688406533794124,0.545726155934273,-4.677323368748059,71.14225613174064,117.75933564679838
1.0912,0.2090131266562153,0.5443175885139133,-4.685618008935649,71.59148494112154,118.08067420618043
1.092,0.2111309446365242,0.5429042812729465,-4.6938883377010185,72.04316678680028,118.40111001600073
1.0928,0.21323754998430353,0.5414862934871075,-4.702134511211223,72.49731267144772,118.72062586754795
1.0936,0.215332973443987,0.540063683883275,-4.710356685792435,72.95393356739238,119.03920432910073
1.0944,0.21741724579530045,0.5386365106440409,-4.71855501791709,73.4130404143581,119.35682774390861
1.0952,0.2194903978496262,0.5372048314122625,-4.726729664191169,73.87464411715179,119.67347822817163
1.096,0.2215524604464432,0.5357687032955873,-4.734880781341732,74.33875554330305,119.98913766902031
1.0968,0.2236034644498266,0.5343281828709645,-4.743008526204605,74.80538552065066,120.30378772249382
1.0976,0.22564344074502407,0.5328833261891287,-4.75111305571226,75.27454483487998,120.61740981152053
1.0984,0.2276724202350929,0.5314341887790677,-4.759194526881868,75.74624422700634,120.92998512389889
1.0992,0.22969043383760254,0.5299808256524657,-4.767253096803542,76.2204943908061,121.2414946102796
1.1,0.23169751248140766,0.5285232913081238,-4.775288922628781,76.69730597019479,121.55191898215222
1.1008,0.23369368710347654,0.5270616397363622,-4.78330216155903,77.17668955654916,121.86123870983295
1.1016,0.2356789886457908,0.5255959244233939,-4.791292970834504,77.658655685976,122.16943402045827
1.1024,0.23765344805230085,0.524126198355681,-4.799261507723118,78.14321483652353,122.47648489598213
1.1032,0.2396170962659433,0.5226525140242664,-4.807207929509627,78.63037742533645,122.78237107117916
1.104,0.24156996422572272,0.5211749234290804,-4.815132393484921,79.12015380575451,123.08707203165508
1.1048,0.24351208286384543,0.5196934780832281,-4.823035056935499,79.61255426435102,123.39056701186271
1.1056,0.24544348310291902,0.5182082290172468,-4.830916077133136,80.10758901791486,123.69283499312769
1.1064,0.24736419585320404,0.5167192267833466,-4.83877561132467,80.60526821037065,123.99385470168231
1.1072,0.2492742520099223,0.5152265214596249,-4.846613816721978,81.1056019096391,124.29360460670948
1.108,0.2511736824506261,0.5137301626542515,-4.854430850492161,81.60860010443756,124.59206291839766
1.1088,0.2530625180326142,0.5122301995096399,-4.862226869747805,82.11427270101598,124.88920758600723
1.1096,0.2549407895904099,0.5107266807065826,-4.870002031537492,82.62262951983307,125.18501629595016
1.1104,0.2568085279332864,0.5092196544683716,-4.8777564928364106,83.13368029216684,125.47946646988332
1.1112,0.2586657638428458,0.5077091685648896,-4.885490410537156,83.64743465666183,125.77253526281629
1.112,0.2605125280706531,0.5061952703166754,-4.893203941440677,84.16390215581187,126.06419956123581
1.1128,0.2623488513359148,0.5046780065989693,-4.900897242247392,84.68309223237607,126.35443598124657
1.1136,0.26417476432321374,0.5031574238457276,-4.908570469548444,85.20501422572984,126.64322086673087
1.1144,0.2659902976802889,0.5016335680536166,-4.916223779817114,85.72967736814765,126.93053028752726
1.1152,0.2677954820158633,0.5001064847859812,-4.923857329400391,86.25709078101829,127.21634003762935
1.116,0.2695903478975246,0.498576219176784,-4.9314712745107006,86.78726347099249,127.50062563340767
1.1168,0.27137492584964495,0.4970428159345264,-4.93906577121774,87.32020432605955,127.78336231185288
1.1176,0.27314924635135457,0.4955063193461368,-4.946640975440529,87.85592211155615,128.0645250288449
1.1184,0.2749133398345557,0.49396677328083854,-4.954197042939547,88.39442546610321,128.3440884574468
1.1192,0.2766672366819814,0.4924242211939925,-4.961734129309035,88.93572289747115,128.62202698622542
1.12,0.27841096722530284,0.4908787061309092,-4.969252389969463,89.47982277837531,128.89831471760186
1.1208,0.2801445617432732,0.4893302707306438,-4.976751980160088,90.02673334219567,129.17292546622994
1.1216,0.2818680504599205,0.48777895722975634,-4.984233054931704,90.57646267862665,129.44583275740743
1.1224,0.2835814635427789,0.48622480746605373,-4.991695769139499,91.12901872925066,129.71700982551954
1.1232,0.2852848311011593,0.4846678628823044,-4.999140277436052,91.68440928303755,129.98642961251616
1.124,0.2869781831844671,0.4831081645299231,-5.006566734264491,92.24264197177084,130.2540647664263
1.1248,0.28866154978055153,0.481545753072639,-5.013975293851729,92.80372426539509,130.5198876399086
1.1256,0.29033496081410226,0.4799806687901284,-5.021366110201894,93.36766346729041,130.78387028884214
1.1264,0.29199844614507864,0.4784129515816288,-5.028739337089868,93.93446670946813,131.04598447095745
1.1272,0.29365203556717834,0.47684264096952705,-5.036095128054915,94.50414094768891,131.30620164450977
1.1280000000000001,0.2952957588063469,0.4752697761029166,-5.043433636394519,95.07669295650534,131.56449296699753
1.1288,0.29692964551931794,0.47369439576113803,-5.050755015158252,95.65212932422301,131.82082929392578
1.1296,0.29855372529219537,0.4721165383572848,-5.0580594171418625,96.23045644778607,132.07518117761828
1.1304,0.30016802763906775,0.47053624194169147,-5.065346994881405,96.81168052758107,132.32751886607932
1.1312,0.3017725820006566,0.4689535442053928,-5.072617900647547,97.39580756216213,132.57781230190628
1.1320000000000001,0.3033674177430043,0.46736848248355717,-5.079872286439965,97.98284334289662,132.82603112125713
1.1328,0.3049525641561885,0.46578109375889803,-5.087110303981878,98.57279344852901,133.07214465287223
1.1336,0.30652805045307646,0.46419141466505576,-5.094332104714695,99.16566323966568,133.31612191715453
1.1344,0.30809390576810874,0.4625994814899578,-5.101537839792767,99.76145785317743,133.55793162530955
1.1352,0.30965015915611327,0.4610053301791547,-5.108727660078255,100.36018219652038,133.79754217854602
1.1360000000000001,0.31119683959115635,0.45940899633912524,-5.115901716136147,100.9618409419773,134.03492166734162
1.1368,0.31273397596541824,0.45781051524056543,-5.123060158229313,101.56643852081389,134.270037870774
1.1376,0.31426159708810547,0.4562099218216436,-5.130203136313768,102.17397911735667,134.50285825592056
1.1384,0.31577973168438883,0.45460725069123753,-5.137330800033947,102.7844666629859,134.73334997732863
1.1392,0.3172884083943711,0.45300253613214564,-5.144443298718146,103.397904830047,134.96147987655817
1.1400000000000001,0.3187876557720877,0.4513958121042687,-5.151540781374075,104.01429702568102,135.1872144818003
1.1408,0.32027750228452945,0.4497871122477755,-5.158623396684456,104.63364638557024,135.41052000757279
1.1416,0.3217579763107002,0.4481764698862352,-5.165691293002811,105.25595576760408,135.63136235449593
1.1424,0.32322910614069683,0.44656391802973183,-5.172744618349268,105.88122774546063,135.8497071091507
1.1432,0.3246909199748173,0.4449494893779533,-5.179783520406519,106.50946460210656,136.06551954402175
1.1440000000000001,0.32614344592269856,0.4433332163232522,-5.18680814651587,107.14066832321619,136.27876461752854
1.1448,0.3275867120024746,0.4417151309536892,-5.193818643673377,107.7748405905063,136.48940697414525
1.1456,0.32902074613996724,0.44009526505604574,-5.200815158526082,108.41198277499227,136.6974109446153
1.1464,0.3304455761678958,0.43847365011881834,-5.207797837368355,109.05209593016015,136.9027405462593
1.1472,0.33186122982511457,0.436850317335187,-5.214766826138307,109.69518078505908,137.10535948338207
1.1480000000000001,0.33326773475587557,0.43522529760595774,-5.221722270414332,110.341237737314,137.30523114778077
1.1488,0.33466511850911096,0.4335986215424872,-5.228664315411703,110.99026684605582,137.50231861935546
1.1496,0.3360534085377451,0.4319703194695771,-5.235593105979285,111.64226782477488,137.69658466682733
1.1504,0.3374326321980243,0.43034042142835055,-5.24250878659632,112.29724003409339,137.8879917485653
1.1512,0.3388028167488706,0.4287089571791041,-5.2494115013693055,112.95518247446002,138.07650201352496
1.152,0.3401639893512599,0.42707595620413413,-5.256301394028969,113.61609377876759,138.26207730230274
1.1528,0.34151617706762044,0.4254414477105428,-5.26317860792731,114.27997220489328,138.4446791483082
1.1536,0.3428594068612498,0.4238054606330224,-5.270043286034742,114.94681562816223,138.62426877905637
1.1544,0.34419370559576024,0.42216802363661154,-5.276895570937303,115.61662153373824,138.80080711758575
1.1552,0.34551910003453573,0.42052916511943617,-5.283735604833957,116.28938700893747,138.9742547840016
1.156,0.3468356168402174,0.4188889132154215,-5.290563529533977,116.96510873547174,139.14457209715098
1.1568,0.3481432825742036,0.4172472957969849,-5.2973794864544,117.64378298161876,139.31171907642985
1.1576,0.3494421236961704,0.41560434047770795,-5.3041836166175615,118.325405594321,139.47565544372728
1.1584,0.35073216656361444,0.41396007461498135,-5.310976060648718,119.00997199121757,139.63634062550906
1.1592,0.35201343743140956,0.41231452531263424,-5.317756958773713,119.69747715260539,139.79373375504414
1.16,0.3532859624513872,0.4106677194235358,-5.324526450816764,120.38791561333625,139.94779367477733
1.1608,0.35454976767193097,0.40901968355217844,-5.331284676198294,121.08128145464802,140.09847893885063
1.1616,0.35580487903759006,0.40737044405724077,-5.338031773932812,121.77756829593157,140.2457478157779
1.1624,0.35705132238871223,0.4057200270541232,-5.344767882626936,122.47676928643905,140.38955829127485
1.1632,0.35828912346109043,0.4040684584174704,-5.351493140477402,123.17887709692926,140.52986807124867
1.164,0.3595183078856295,0.40241576378366456,-5.358207685269201,123.88388391125817,140.6666345849494
1.1648,0.36073890118802765,0.4007619685533028,-5.364911654373766,124.59178141791209,140.79981498828823
1.1656,0.36195092878847374,0.399107097893654,-5.371605184747196,125.3025608014871,140.9293661673238
1.1664,0.36315441600136256,0.3974511767410886,-5.378288412928608,126.01621273411979,141.0552447419221
1.1672,0.3643493880350228,0.3957942298034969,-5.384961475038491,126.73272736686522,141.1774070695917
1.168,0.3655358699914638,0.39413628156267816,-5.391624506777163,127.45209432103215,141.29580924949852
1.1688,0.3667138868661345,0.39247735627671526,-5.398277643423262,128.1743026794722,141.4104071266636
1.1696,0.36788346354769674,0.3908174779823274,-5.404921019832326,128.89934097782765,141.52115629634616
1.1703999999999999,0.36904462481781686,0.38915667049720043,-5.411554770435415,129.62719719574312,141.6280121086174
1.1712,0.3701973953509678,0.3874949574223001,-5.418179029237788,130.35785874803923,141.7309296731262
1.172,0.3713417997142449,0.38583236214416566,-5.424793929817654,131.09131247585452,141.82986386406137
1.1728,0.3724778623671993,0.38416890783718005,-5.43139960532497,131.8275446377596,141.92476932531403
1.1736,0.3736056076616793,0.38250461746582526,-5.437996188480293,132.5665409008425,142.0156004758423
1.1743999999999999,0.3747250598416898,0.3808395137869144,-5.444583811573694,133.30828633177444,142.1023115152431
1.1752,0.3758362430432617,0.3791736193518064,-5.451162606463718,134.05276538785398,142.18485642953303
1.176,0.376939181294333,0.37750695650860266,-5.457732704576404,134.79996190803644,142.26318899714255
1.1768,0.3780338985146464,0.37583954740432046,-5.464294236904353,135.5498591039528,142.3372627951265
1.1776,0.3791204185156538,0.37417141398705356,-5.4708473340058426,136.3024395509187,142.4070312055941
1.1784,0.3801987650004377,0.37250257800810715,-5.477392126004,137.057685178942,142.47244742236197
1.1792,0.3812689615636397,0.37083306102412017,-5.483928742586029,137.81557726372878,142.53346445783242
1.18,0.3823310316914032,0.36916288439916667,-5.490457313002455,138.5760964176948,142.5900351501018
1.1808,0.38338499876132714,0.36749206930683714,-5.4969779660664635,139.3392225809871,142.6421121703003
1.1816,0.38443088604242837,0.3658206367323061,-5.503490830153237,140.10493501251707,142.68964803016752
1.1824,0.3854687166951182,0.36414860747437566,-5.5099960331993785,140.87321228101516,142.73259508986587
1.1832,0.3864985137711869,0.3624760021475063,-5.516493702702351,141.64403225610596,142.7709055660356
1.184,0.38752030021379824,0.3608028411838288,-5.522983965719964,142.41737209941314,142.80453154009356
1.1848,0.38853409885749696,0.3591291448351348,-5.529466948869931,143.19320825569852,142.8334249667794
1.1856,0.38953993242822216,0.35745493317485616,-5.535942778329418,143.97151644403777,142.85753768295064
1.1864,0.390537823543334,0.3557802261000198,-5.54241157983469,144.75227164904322,142.87682141663058
1.1872,0.3915277947116479,0.35410504333319115,-5.548873478680743,145.53544811213453,142.89122779631143
1.188,0.392509868333477,0.35242940442439896,-5.555328599721022,146.32101932286486,142.9007083605141
1.1888,0.3934840667006871,0.3507533287530394,-5.561777067367142,147.1089580103104,142.9052145676081
1.1896,0.3944504119967565,0.3490768355297699,-5.568219005588667,147.89923613452504,142.9046978058941
1.1904,0.3954089262968481,0.3473999437983795,-5.574654537912921,148.69182487807115,142.89910940395006
1.1912,0.3963596315678872,0.34572267243764715,-5.581083787424833,149.48669463762812,142.88840064124423
1.192,0.39730254966864875,0.3440450401631833,-5.5875068767668115,150.2838150156882,142.87252275901648
1.1928,0.3982377023498537,0.3423670655292518,-5.593923928138667,151.08315481234678,142.85142697143033
1.1936,0.39916511125427107,0.3406887669305798,-5.60033506329755,151.88468201718993,142.8250644769963
1.1944,0.4000847979168302,0.3390101626041483,-5.6067404035579465,152.68836380129096,142.7933864702694
1.1952,0.4009967837647397,0.3373312706309681,-5.613140069791678,153.49416650932017,142.75634415382217
1.196,0.401901090117612,0.3356521089378421,-5.619534182427948,154.30205565177397,142.71388875049325
1.1968,0.4027977381875992,0.33397269529910595,-5.625922861453422,155.1119958973354,142.66597151591426
1.1976,0.4036867490795318,0.3322930473383617,-5.632306226412317,155.92395106536708,142.61254375131568
1.1984,0.40456814379106776,0.33061318253018673,-5.638684396406555,156.73788411855068,142.55355681661123
1.1992,0.4054419432128471,0.32893311820183463,-5.645057490095901,157.55375715567536,142.48896214376379
1.2,0.40630816812865145,0.32725287153491883,-5.651425625698168,158.37153140458545,142.41871125043104
1.2008,0.4071668392155739,0.32557245956707787,-5.657788920989423,159.19116721529693,142.34275575389304
1.2016,0.4080179770441911,0.3238918991936319,-5.6641474933042355,160.0126240532864,142.26104738526064
1.2024,0.4088616020787459,0.3222112071692186,-5.670501459535923,160.83586049296596,142.1735380039651
1.2032,0.40969773467733184,0.32053040010941686,-5.676850936136875,161.66083421134877,142.08017961252895
1.204,0.41052639509208594,0.31884949449235905,-5.6831960391188305,162.48750198191365,141.98092437161748
1.2048,0.4113476034693882,0.3171685066603214,-5.689536884053244,163.31581966868222,141.8757246153696
1.2056,0.4121613798500638,0.31548745282130847,-5.695873586071626,164.14574222050925,141.76453286700828
1.2064,0.41296774416959375,0.31380634905061655,-5.70220625986594,164.97722366560316,141.64730185472817
1.2072,0.41376671625832956,0.312125211292387,-5.708535019688991,165.81021710628028,141.52398452786048
